NAME,total population,total race,white,black,american indian or alaska native,asian,native hawaiian or pacific islander,other,two or more races,two races including other race,two races excluding other race or three or more races,total tenure,owner occupied,renter occupied,total educ attain,none,nursery,kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,12th grade no diploma,Regular high school diploma,GED or alternative credential,Some college <1 year,Some college 1+ years no degree,Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,state,county,tract,block group,GEOID
"Block Group 2, Census Tract 5.02, Jackson County, Oregon",2483,2483,2223,43,0,48,79,0,90,0,90,784,50,734,1804,13,0,0,0,0,0,0,0,69,0,0,31,8,74,0,512,121,149,348,127,251,101,0,0,41,029,000502,2,410290005022
"Block Group 3, Census Tract 5.02, Jackson County, Oregon",2206,2206,1769,27,176,184,0,17,33,0,33,1125,162,963,1620,62,0,0,0,21,0,0,0,0,0,158,0,52,27,87,348,66,164,306,236,76,6,0,11,41,029,000502,3,410290005023
"Block Group 2, Census Tract 10.02, Jackson County, Oregon",808,808,792,0,0,0,0,0,16,0,16,382,194,188,728,0,0,0,0,0,0,0,0,0,0,0,23,0,23,20,218,71,48,203,43,34,45,0,0,41,029,001002,2,410290010022
"Block Group 1, Census Tract 10.02, Jackson County, Oregon",3024,3024,2822,1,18,70,0,98,15,0,15,1054,836,218,1930,10,0,0,0,0,0,0,0,21,8,15,8,24,15,114,649,126,191,312,185,141,47,44,20,41,029,001002,1,410290010021
"Block Group 3, Census Tract 10.02, Jackson County, Oregon",725,725,625,0,57,0,0,0,43,0,43,298,34,264,431,8,0,0,0,0,0,0,0,7,0,0,0,21,40,16,83,0,18,120,60,46,12,0,0,41,029,001002,3,410290010023
"Block Group 1, Census Tract 4.04, Jackson County, Oregon",2340,2340,2166,0,0,26,54,10,84,0,84,884,782,102,1657,0,0,0,0,0,0,0,0,0,0,0,0,12,26,10,310,90,124,267,158,411,172,62,15,41,029,000404,1,410290004041
"Block Group 2, Census Tract 4.04, Jackson County, Oregon",2385,2385,2305,45,0,27,0,0,8,0,8,876,772,104,1646,9,0,0,0,0,0,0,0,0,0,0,0,11,58,9,442,23,182,223,96,377,154,36,26,41,029,000404,2,410290004042
"Block Group 3, Census Tract 16.02, Jackson County, Oregon",476,476,476,0,0,0,0,0,0,0,0,206,191,15,428,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,91,42,40,35,31,68,72,32,0,41,029,001602,3,410290016023
"Block Group 5, Census Tract 16.02, Jackson County, Oregon",1758,1758,1574,0,0,23,0,20,141,0,141,874,396,478,1341,0,0,0,0,0,0,0,0,23,0,46,0,0,17,37,233,123,18,339,197,159,131,0,18,41,029,001602,5,410290016025
"Block Group 1, Census Tract 16.01, Jackson County, Oregon",3955,3955,3346,0,27,28,0,327,227,0,227,1489,939,550,2483,32,0,0,0,0,47,0,0,73,11,60,81,94,17,10,675,218,254,436,99,278,72,26,0,41,029,001601,1,410290016011
"Block Group 2, Census Tract 5.01, Jackson County, Oregon",1650,1650,1479,0,37,10,0,47,77,0,77,806,524,282,1266,7,0,0,0,0,0,0,0,0,0,0,0,6,0,9,241,54,87,320,115,281,96,41,9,41,029,000501,2,410290005012
"Block Group 1, Census Tract 5.01, Jackson County, Oregon",1367,1367,1208,0,12,0,35,26,86,13,73,568,151,417,806,32,0,0,0,25,0,0,10,11,0,3,26,0,0,6,196,17,28,190,168,87,7,0,0,41,029,000501,1,410290005011
"Block Group 2, Census Tract 4.03, Jackson County, Oregon",728,728,639,0,0,0,0,0,89,0,89,279,228,51,603,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,206,42,28,105,87,95,22,0,7,41,029,000403,2,410290004032
"Block Group 2, Census Tract 4.05, Jackson County, Oregon",2576,2576,2287,65,0,0,88,4,132,0,132,1076,341,735,1876,0,0,0,0,0,0,0,0,0,0,61,73,0,11,77,414,105,253,223,169,355,111,11,13,41,029,000405,2,410290004052
"Block Group 1, Census Tract 316.14, Washington County, Oregon",2410,2410,1378,32,37,753,0,74,136,33,103,670,612,58,1554,30,0,0,0,0,0,0,0,0,0,11,41,24,14,46,244,64,146,219,204,260,170,0,81,41,067,031614,1,410670316141
"Block Group 1, Census Tract 324.07, Washington County, Oregon",2648,2648,1608,0,7,661,0,107,265,49,216,855,542,313,1754,41,0,0,0,0,0,0,0,0,0,0,0,0,8,29,278,76,153,299,165,408,195,31,71,41,067,032407,1,410670324071
"Block Group 2, Census Tract 321.08, Washington County, Oregon",1405,1405,1335,0,0,0,28,16,26,0,26,571,387,184,1000,0,0,0,0,0,0,0,0,16,0,0,17,0,0,0,176,47,76,113,144,238,125,35,13,41,067,032108,2,410670321082
"Block Group 3, Census Tract 321.08, Washington County, Oregon",1259,1259,992,0,32,112,13,35,75,18,57,492,471,21,942,17,0,0,0,0,0,0,0,0,0,0,0,11,0,9,77,26,81,263,84,264,57,53,0,41,067,032108,3,410670321083
"Block Group 4, Census Tract 333.01, Washington County, Oregon",540,540,440,0,0,19,0,0,81,0,81,224,171,53,401,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,53,7,129,48,21,93,33,0,0,41,067,033301,4,410670333014
"Block Group 3, Census Tract 18.01, Lane County, Oregon",1377,1377,1246,0,19,38,0,5,69,0,69,518,505,13,1034,0,0,0,0,0,0,0,0,0,0,24,0,0,13,16,309,38,140,196,86,148,33,0,31,41,039,001801,3,410390018013
"Block Group 3, Census Tract 32.02, Lane County, Oregon",1738,1738,1495,22,25,12,0,104,80,0,80,791,194,597,1206,6,0,0,0,0,2,0,0,0,10,30,35,0,0,29,309,56,72,383,58,151,56,0,9,41,039,003202,3,410390032023
"Block Group 2, Census Tract 9400, Umatilla County, Oregon",1779,1779,738,6,809,28,21,6,171,5,166,677,412,265,1231,22,0,0,2,0,0,0,0,3,2,18,17,24,40,12,273,121,109,223,168,126,56,9,6,41,059,940000,2,410599400002
"Block Group 2, Census Tract 222.07, Clackamas County, Oregon",1573,1573,1217,0,0,181,0,0,175,0,175,521,483,38,1098,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,134,19,39,108,44,515,154,50,26,41,005,022207,2,410050222072
"Block Group 1, Census Tract 223.01, Clackamas County, Oregon",1569,1569,1537,0,0,19,0,0,13,0,13,600,533,67,1171,0,0,0,0,0,0,0,0,0,0,25,0,0,10,9,199,21,26,212,200,358,85,0,26,41,005,022301,1,410050223011
"Block Group 2, Census Tract 223.01, Clackamas County, Oregon",1455,1455,1260,5,0,120,0,17,53,0,53,576,521,55,1050,11,0,0,0,0,0,0,0,0,0,0,0,26,0,6,199,14,92,274,89,259,45,35,0,41,005,022301,2,410050223012
"Block Group 1, Census Tract 227.08, Clackamas County, Oregon",1771,1771,1710,0,0,42,0,0,19,0,19,519,489,30,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,88,0,28,185,44,485,137,62,0,41,005,022708,1,410050227081
"Block Group 2, Census Tract 227.08, Clackamas County, Oregon",2571,2571,2351,11,4,108,0,11,86,0,86,1038,594,444,1713,18,0,0,0,0,0,0,0,19,0,58,18,9,72,10,184,17,139,261,98,554,146,68,42,41,005,022708,2,410050227082
"Block Group 2, Census Tract 223.02, Clackamas County, Oregon",1610,1610,1414,0,0,0,0,0,196,0,196,680,658,22,1287,0,0,0,0,0,0,0,0,0,0,0,0,14,24,37,231,19,240,181,204,157,109,43,28,41,005,022302,2,410050223022
"Block Group 3, Census Tract 223.02, Clackamas County, Oregon",2381,2381,2154,0,114,55,0,1,57,0,57,813,510,303,1666,21,0,29,0,0,0,0,0,0,0,37,0,0,0,81,218,156,145,401,170,379,9,0,20,41,005,022302,3,410050223023
"Block Group 3, Census Tract 226.05, Clackamas County, Oregon",3396,3396,3151,0,45,58,0,92,50,0,50,1035,811,224,2249,39,0,0,0,0,0,0,0,0,0,74,0,23,74,51,433,82,347,446,191,293,145,51,0,41,005,022605,3,410050226053
"Block Group 3, Census Tract 9719, Klamath County, Oregon",620,620,508,20,0,0,0,12,80,0,80,235,164,71,449,0,0,0,0,0,0,0,0,0,0,0,8,8,11,0,142,29,63,95,42,41,10,0,0,41,035,971900,3,410359719003
"Block Group 4, Census Tract 9720, Klamath County, Oregon",603,603,592,0,6,0,0,0,5,0,5,362,200,162,496,0,0,0,0,0,0,0,0,0,0,0,0,5,34,0,203,31,15,51,24,79,49,5,0,41,035,972000,4,410359720004
"Block Group 1, Census Tract 9720, Klamath County, Oregon",828,828,828,0,0,0,0,0,0,0,0,359,223,136,558,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,188,50,79,86,52,64,21,0,0,41,035,972000,1,410359720001
"Block Group 1, Census Tract 2, Marion County, Oregon",689,689,600,4,0,0,4,0,81,0,81,325,133,192,575,0,0,0,0,0,0,0,0,0,0,0,0,34,11,0,40,15,46,61,70,179,119,0,0,41,047,000200,1,410470002001
"Block Group 2, Census Tract 2, Marion County, Oregon",956,956,790,13,13,26,0,9,105,2,103,408,24,384,764,0,0,0,0,0,0,0,0,0,0,0,14,0,23,0,108,27,14,103,60,264,81,70,0,41,047,000200,2,410470002002
"Block Group 3, Census Tract 3, Marion County, Oregon",1089,1089,838,0,7,29,13,57,145,0,145,502,94,408,827,16,0,9,0,0,0,0,13,9,0,8,39,68,28,23,163,79,81,177,44,50,6,14,0,41,047,000300,3,410470003003
"Block Group 2, Census Tract 3, Marion County, Oregon",927,927,703,0,0,83,0,95,46,0,46,355,173,182,553,5,0,0,0,0,17,0,0,22,0,0,0,27,8,0,71,16,89,89,79,91,39,0,0,41,047,000300,2,410470003002
"Block Group 4, Census Tract 3, Marion County, Oregon",1055,1055,724,13,10,16,69,55,168,0,168,507,232,275,842,8,0,0,0,0,0,0,0,0,0,15,0,9,55,0,161,37,94,194,25,188,56,0,0,41,047,000300,4,410470003004
"Block Group 2, Census Tract 12, Marion County, Oregon",1774,1774,1492,0,8,105,0,56,113,56,57,845,474,371,1363,0,0,0,0,0,0,0,0,0,0,0,20,20,10,27,326,26,86,161,115,353,149,43,27,41,047,001200,2,410470012002
"Block Group 3, Census Tract 9, Marion County, Oregon",886,886,672,24,0,55,7,58,70,25,45,289,120,169,487,0,0,0,0,0,76,0,0,0,0,15,0,14,0,37,34,0,90,136,59,26,0,0,0,41,047,000900,3,410470009003
"Block Group 3, Census Tract 1, Coos County, Oregon",1616,1616,1468,45,46,0,3,6,48,0,48,585,516,69,1247,7,0,0,6,0,0,0,0,4,6,3,22,0,57,19,342,91,94,185,96,249,60,6,0,41,011,000100,3,410110001003
"Block Group 4, Census Tract 1, Coos County, Oregon",906,906,906,0,0,0,0,0,0,0,0,330,294,36,659,0,0,0,0,0,0,0,0,0,14,19,47,14,12,36,207,88,59,132,17,0,14,0,0,41,011,000100,4,410110001004
"Block Group 2, Census Tract 1, Coos County, Oregon",767,767,747,0,20,0,0,0,0,0,0,359,283,76,631,0,0,0,0,0,0,0,0,17,5,0,4,49,27,6,176,11,27,233,47,24,0,5,0,41,011,000100,2,410110001002
"Block Group 6, Census Tract 1, Coos County, Oregon",820,820,811,0,9,0,0,0,0,0,0,386,323,63,716,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,182,66,91,228,51,50,14,14,0,41,011,000100,6,410110001006
"Block Group 1, Census Tract 1, Coos County, Oregon",890,890,847,5,7,0,0,10,21,0,21,516,461,55,823,0,0,0,0,0,0,0,0,0,0,13,30,18,48,0,245,32,134,160,95,33,8,7,0,41,011,000100,1,410110001001
"Block Group 5, Census Tract 1, Coos County, Oregon",730,730,730,0,0,0,0,0,0,0,0,313,212,101,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,103,19,65,19,30,169,54,17,0,41,011,000100,5,410110001005
"Block Group 4, Census Tract 13.01, Multnomah County, Oregon",1338,1338,1238,20,4,24,0,0,52,0,52,647,182,465,1141,6,0,0,0,0,5,0,0,5,0,0,0,5,4,2,93,33,38,183,44,466,204,32,21,41,051,001301,4,410510013014
"Block Group 2, Census Tract 13.01, Multnomah County, Oregon",784,784,728,8,0,35,0,0,13,0,13,344,162,182,706,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,2,34,138,44,273,74,100,10,41,051,001301,2,410510013012
"Block Group 3, Census Tract 13.01, Multnomah County, Oregon",1095,1095,985,0,0,46,7,31,26,15,11,440,226,214,729,8,0,0,0,0,0,0,0,0,0,0,0,0,15,15,32,0,38,44,8,350,117,64,38,41,051,001301,3,410510013013
"Block Group 2, Census Tract 14, Multnomah County, Oregon",1352,1352,1239,0,0,28,0,33,52,35,17,628,362,266,1032,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,50,256,62,367,242,19,0,41,051,001400,2,410510014002
"Block Group 1, Census Tract 14, Multnomah County, Oregon",1261,1261,977,59,0,196,0,0,29,0,29,691,238,453,1126,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,71,16,283,48,363,156,12,102,41,051,001400,1,410510014001
"Block Group 5, Census Tract 14, Multnomah County, Oregon",828,828,706,69,0,18,0,0,35,0,35,293,132,161,555,0,0,0,0,0,0,0,0,0,0,0,0,50,0,27,12,5,18,40,17,214,95,65,12,41,051,001400,5,410510014005
"Block Group 3, Census Tract 14, Multnomah County, Oregon",1557,1557,1407,42,14,15,0,32,47,21,26,590,385,205,1251,0,0,0,0,0,0,0,0,0,5,0,0,46,0,47,51,54,35,130,73,499,243,53,15,41,051,001400,3,410510014003
"Block Group 4, Census Tract 14, Multnomah County, Oregon",868,868,740,0,18,57,0,0,53,0,53,371,191,180,746,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,79,0,42,160,38,239,128,16,27,41,051,001400,4,410510014004
"Block Group 4, Census Tract 25.02, Multnomah County, Oregon",1166,1166,962,61,0,142,0,0,1,0,1,562,265,297,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,26,70,38,41,373,298,73,25,41,051,002502,4,410510025024
"Block Group 3, Census Tract 25.02, Multnomah County, Oregon",1796,1796,1541,102,0,31,0,35,87,0,87,904,208,696,1424,34,0,0,0,0,0,0,0,0,0,0,33,0,0,0,51,49,39,158,117,647,183,98,15,41,051,002502,3,410510025023
"Block Group 3, Census Tract 27.01, Multnomah County, Oregon",927,927,804,12,0,6,0,0,105,17,88,295,295,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,4,8,118,0,350,126,37,20,41,051,002701,3,410510027013
"Block Group 1, Census Tract 27.01, Multnomah County, Oregon",922,922,906,0,0,16,0,0,0,0,0,428,414,14,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,9,5,108,0,282,155,52,30,41,051,002701,1,410510027011
"Block Group 1, Census Tract 13.01, Multnomah County, Oregon",974,974,901,0,0,40,0,0,33,0,33,507,143,364,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,27,145,47,289,170,20,38,41,051,001301,1,410510013011
"Block Group 1, Census Tract 37.01, Multnomah County, Oregon",1199,1199,857,267,0,9,0,25,41,0,41,477,246,231,967,11,0,0,0,0,0,0,0,100,8,0,4,0,5,11,115,40,89,114,37,297,102,10,24,41,051,003701,1,410510037011
"Block Group 4, Census Tract 39.02, Multnomah County, Oregon",1043,1043,806,47,0,74,0,0,116,0,116,365,323,42,757,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,63,7,36,104,42,288,139,35,30,41,051,003902,4,410510039024
"Block Group 2, Census Tract 39.02, Multnomah County, Oregon",1073,1073,738,110,8,122,0,0,95,8,87,394,206,188,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,113,22,103,102,30,224,212,30,8,41,051,003902,2,410510039022
"Block Group 3, Census Tract 39.02, Multnomah County, Oregon",859,859,703,138,0,0,18,0,0,0,0,341,307,34,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,30,95,36,321,115,12,25,41,051,003902,3,410510039023
"Block Group 2, Census Tract 48, Multnomah County, Oregon",1123,1123,909,40,48,29,0,0,97,39,58,737,64,673,839,0,0,0,0,0,0,0,0,0,0,8,31,0,0,0,110,14,27,118,0,399,63,14,55,41,051,004800,2,410510048002
"Block Group 2, Census Tract 49, Multnomah County, Oregon",1152,1152,891,49,39,47,0,18,108,68,40,870,48,822,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,24,61,201,127,271,134,18,0,41,051,004900,2,410510049002
"Block Group 2, Census Tract 67.02, Multnomah County, Oregon",1133,1133,1041,0,0,40,0,0,52,0,52,503,503,0,907,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,46,13,40,61,51,448,126,75,30,41,051,006702,2,410510067022
"Block Group 4, Census Tract 105, Multnomah County, Oregon",747,747,693,37,4,0,0,0,13,0,13,324,312,12,602,0,0,0,0,0,0,0,0,0,0,0,0,32,49,35,91,25,30,97,72,69,53,16,33,41,051,010500,4,410510105004
"Block Group 2, Census Tract 105, Multnomah County, Oregon",1120,1120,1097,2,8,12,0,0,1,0,1,407,374,33,816,0,1,0,0,0,0,0,0,0,0,0,0,0,7,13,102,63,65,128,165,178,78,0,16,41,051,010500,2,410510105002
"Block Group 3, Census Tract 105, Multnomah County, Oregon",943,943,706,0,0,24,0,109,104,0,104,389,296,93,671,12,0,0,0,0,0,0,0,15,0,0,0,16,0,0,102,22,49,118,59,91,107,67,13,41,051,010500,3,410510105003
"Block Group 3, Census Tract 95.02, Multnomah County, Oregon",1593,1593,925,257,31,166,0,69,145,0,145,740,200,540,1091,0,0,0,0,0,0,0,11,12,0,0,17,25,12,14,222,62,105,226,107,214,34,30,0,41,051,009502,3,410510095023
"Block Group 1, Census Tract 95.02, Multnomah County, Oregon",1200,1200,839,146,0,147,0,0,68,0,68,460,408,52,1016,28,0,0,0,0,0,0,0,0,2,0,0,5,0,11,222,48,84,116,91,325,64,20,0,41,051,009502,1,410510095021
"Block Group 2, Census Tract 104.07, Multnomah County, Oregon",1710,1710,1351,10,0,7,29,91,222,0,222,648,242,406,1171,9,0,0,0,0,0,0,0,116,0,0,14,14,0,13,224,124,91,254,86,139,73,7,7,41,051,010407,2,410510104072
"Block Group 3, Census Tract 104.07, Multnomah County, Oregon",1024,1024,751,10,0,0,208,0,55,8,47,392,172,220,808,23,0,0,0,0,0,0,0,0,0,0,0,7,2,22,232,34,82,212,62,56,73,3,0,41,051,010407,3,410510104073
"Block Group 4, Census Tract 20, Multnomah County, Oregon",1628,1628,1392,4,0,95,0,33,104,0,104,892,183,709,1523,2,0,0,0,0,0,2,0,0,0,0,3,0,0,0,85,19,39,171,96,725,331,31,19,41,051,002000,4,410510020004
"Block Group 3, Census Tract 20, Multnomah County, Oregon",1473,1473,1354,0,0,56,0,0,63,0,63,881,227,654,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,17,70,118,76,707,273,0,0,41,051,002000,3,410510020003
"Block Group 2, Census Tract 317.03, Washington County, Oregon",1067,1067,888,39,0,49,0,0,91,0,91,409,319,90,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,236,47,29,125,35,141,0,23,13,41,067,031703,2,410670317032
"Block Group 2, Census Tract 313, Washington County, Oregon",2062,2062,1460,79,0,76,0,216,231,46,185,915,366,549,1477,42,0,0,0,0,0,0,14,0,0,0,0,1,0,13,248,67,97,267,218,296,142,60,12,41,067,031300,2,410670313002
"Block Group 2, Census Tract 320.01, Washington County, Oregon",733,733,706,0,0,0,0,0,27,0,27,309,309,0,611,0,0,0,0,0,0,0,0,0,0,0,13,0,0,21,101,12,55,155,16,119,82,0,37,41,067,032001,2,410670320012
"Block Group 2, Census Tract 20, Multnomah County, Oregon",848,848,794,0,38,16,0,0,0,0,0,397,155,242,760,15,0,0,0,0,0,0,0,0,0,0,0,0,0,41,56,30,35,85,0,307,112,79,0,41,051,002000,2,410510020002
"Block Group 1, Census Tract 31, Multnomah County, Oregon",1703,1703,1497,73,0,0,0,57,76,0,76,673,370,303,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,127,107,123,126,85,508,244,26,12,41,051,003100,1,410510031001
"Block Group 4, Census Tract 31, Multnomah County, Oregon",1066,1066,939,0,0,86,0,0,41,0,41,333,318,15,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,70,12,10,70,0,224,162,128,44,41,051,003100,4,410510031004
"Block Group 1, Census Tract 46.02, Multnomah County, Oregon",1196,1196,1058,9,0,27,0,17,85,0,85,487,314,173,883,0,9,0,0,0,0,0,4,0,0,0,7,0,8,0,9,23,9,49,35,359,175,135,61,41,051,004602,1,410510046021
"Block Group 1, Census Tract 69, Multnomah County, Oregon",1494,1494,1304,0,0,111,0,0,79,0,79,636,558,78,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,38,166,28,436,267,112,17,41,051,006900,1,410510069001
"Block Group 2, Census Tract 30, Multnomah County, Oregon",1284,1284,1005,137,0,44,0,55,43,0,43,534,476,58,1058,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,86,15,65,152,116,398,133,65,8,41,051,003000,2,410510030002
"Block Group 4, Census Tract 30, Multnomah County, Oregon",929,929,741,60,0,0,0,0,128,0,128,343,322,21,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,38,143,25,238,179,62,27,41,051,003000,4,410510030004
"Block Group 3, Census Tract 30, Multnomah County, Oregon",1607,1607,1357,0,0,236,0,0,14,0,14,599,498,101,1141,37,0,0,0,0,0,0,0,0,0,17,0,25,0,0,68,35,104,115,75,260,290,53,62,41,051,003000,3,410510030003
"Block Group 2, Census Tract 83.01, Multnomah County, Oregon",2747,2747,1344,297,13,925,64,0,104,8,96,953,319,634,1973,128,0,0,0,0,0,0,0,44,13,16,42,22,35,140,361,74,184,341,186,319,68,0,0,41,051,008301,2,410510083012
"Block Group 1, Census Tract 100.01, Multnomah County, Oregon",1303,1303,1186,13,0,23,0,38,43,0,43,535,58,477,744,13,0,0,0,0,0,0,32,16,25,0,68,26,0,0,230,0,63,167,23,31,50,0,0,41,051,010001,1,410510100011
"Block Group 2, Census Tract 335, Washington County, Oregon",3351,3351,2983,5,11,46,27,168,111,0,111,974,838,136,2027,21,0,0,4,0,0,0,0,0,0,0,28,17,17,29,319,70,181,361,301,532,114,10,23,41,067,033500,2,410670335002
"Block Group 2, Census Tract 304.01, Washington County, Oregon",2023,2023,1829,0,0,123,0,8,63,0,63,907,623,284,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,161,3,0,147,61,669,307,107,25,41,067,030401,2,410670304012
"Block Group 1, Census Tract 305.02, Washington County, Oregon",1727,1727,1504,40,0,113,0,33,37,0,37,763,547,216,1339,2,0,0,0,0,0,0,0,0,0,0,0,1,0,8,98,32,63,201,78,558,196,47,55,41,067,030502,1,410670305021
"Block Group 1, Census Tract 312, Washington County, Oregon",1268,1268,928,122,14,71,0,0,133,0,133,663,207,456,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,38,120,109,141,267,39,45,32,41,067,031200,1,410670312001
"Block Group 3, Census Tract 103.05, Multnomah County, Oregon",1027,1027,968,7,0,20,0,6,26,5,21,380,280,100,735,7,0,0,0,0,0,0,0,0,0,0,0,6,0,33,111,51,111,139,137,124,11,0,5,41,051,010305,3,410510103053
"Block Group 2, Census Tract 103.05, Multnomah County, Oregon",1735,1735,1686,0,0,41,0,0,8,0,8,574,467,107,1157,8,7,0,0,0,0,0,0,7,0,21,15,11,0,0,188,38,110,177,207,291,36,32,9,41,051,010305,2,410510103052
"Block Group 1, Census Tract 103.05, Multnomah County, Oregon",1314,1314,1159,4,42,0,0,109,0,0,0,514,310,204,927,13,0,0,0,0,30,0,0,0,0,0,0,22,32,0,321,39,78,164,62,119,40,7,0,41,051,010305,1,410510103051
"Block Group 2, Census Tract 97.02, Multnomah County, Oregon",2609,2609,1528,127,139,161,72,391,191,72,119,722,487,235,1555,5,0,0,0,19,0,0,0,122,0,12,19,38,33,0,468,101,49,415,139,135,0,0,0,41,051,009702,2,410510097022
"Block Group 1, Census Tract 97.02, Multnomah County, Oregon",2745,2745,1351,466,0,568,0,360,0,0,0,803,503,300,1517,0,0,0,0,0,0,0,0,37,0,173,0,18,203,102,357,46,72,302,16,103,70,0,18,41,051,009702,1,410510097021
"Block Group 4, Census Tract 97.02, Multnomah County, Oregon",2046,2046,1419,323,0,248,16,0,40,0,40,809,742,67,1450,37,0,0,36,0,0,0,0,0,0,0,31,0,27,92,367,201,146,311,32,107,62,1,0,41,051,009702,4,410510097024
"Block Group 3, Census Tract 97.02, Multnomah County, Oregon",1042,1042,862,0,0,160,0,0,20,0,20,362,273,89,686,25,0,0,0,0,0,21,0,44,0,0,0,0,0,20,191,27,98,125,49,86,0,0,0,41,051,009702,3,410510097023
"Block Group 1, Census Tract 98.03, Multnomah County, Oregon",2653,2653,2138,93,0,218,0,56,148,37,111,866,539,327,1873,27,0,0,0,0,0,5,0,22,0,10,0,0,17,33,573,116,182,329,254,255,50,0,0,41,051,009803,1,410510098031
"Block Group 2, Census Tract 98.03, Multnomah County, Oregon",1517,1517,968,384,0,27,0,0,138,27,111,578,232,346,1114,164,0,0,0,0,0,0,0,0,0,0,0,0,14,0,92,117,232,237,48,156,54,0,0,41,051,009803,2,410510098032
"Block Group 1, Census Tract 103.04, Multnomah County, Oregon",2316,2316,1758,221,46,20,0,74,197,0,197,759,295,464,1499,47,0,0,25,0,32,32,0,33,32,0,11,43,27,11,364,121,161,335,62,129,34,0,0,41,051,010304,1,410510103041
"Block Group 2, Census Tract 103.04, Multnomah County, Oregon",1980,1980,1287,15,17,131,134,292,104,44,60,521,410,111,1192,19,0,0,0,0,0,0,60,114,0,29,92,30,27,15,227,66,79,228,87,70,17,32,0,41,051,010304,2,410510103042
"Block Group 1, Census Tract 74, Multnomah County, Oregon",1425,1425,870,326,21,3,0,26,179,89,90,468,238,230,812,80,0,0,0,0,0,0,0,24,0,0,49,0,23,39,138,35,68,195,0,75,86,0,0,41,051,007400,1,410510074001
"Block Group 1, Census Tract 304.02, Washington County, Oregon",1925,1925,1751,31,7,123,0,0,13,0,13,812,361,451,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,3,145,85,58,748,230,96,69,41,067,030402,1,410670304021
"Block Group 3, Census Tract 305.01, Washington County, Oregon",1798,1798,1673,25,0,0,0,0,100,60,40,768,292,476,1132,0,0,0,0,0,0,0,0,0,0,49,0,52,0,39,213,80,27,139,61,286,171,8,7,41,067,030501,3,410670305013
"Block Group 1, Census Tract 305.01, Washington County, Oregon",1129,1129,978,15,12,44,0,31,49,0,49,434,276,158,959,42,0,0,0,0,0,0,0,28,0,36,0,0,16,0,216,44,68,93,80,285,38,0,13,41,067,030501,1,410670305011
"Block Group 3, Census Tract 38, Lane County, Oregon",1640,1640,1305,0,0,120,0,76,139,0,139,860,0,860,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,33,53,17,75,0,0,0,41,039,003800,3,410390038003
"Block Group 3, Census Tract 42, Lane County, Oregon",779,779,535,61,0,67,0,47,69,0,69,486,102,384,614,0,0,0,0,0,0,0,0,0,0,35,0,13,0,0,67,41,28,178,37,193,9,0,13,41,039,004200,3,410390042003
"Block Group 2, Census Tract 42, Lane County, Oregon",1057,1057,903,23,16,0,0,0,115,0,115,435,61,374,924,32,0,0,0,0,0,8,9,0,0,0,56,24,18,13,136,89,94,192,74,84,95,0,0,41,039,004200,2,410390042002
"Block Group 1, Census Tract 42, Lane County, Oregon",1558,1558,1395,0,83,9,0,30,41,0,41,626,161,465,1069,31,0,0,0,0,0,0,0,24,33,22,11,40,17,17,184,88,79,276,129,90,28,0,0,41,039,004200,1,410390042001
