,NAME,tot_pop,race_tot,race_white,race_black,race_indig,race_asian,race_isl,race_oth,race_2+,race_2+inc,race_2_3+,tenu_tot,tenu_own,tenu_rent,edu_tot,edu_none,edu_nurs,edu_kind,edu_1st,edu_2nd,edu_3rd,edu_4th,edu_5th,edu_6th,edu_7th,edu_8th,edu_9th,edu_10th,edu_11th,edu_12_nodip,edu_hsdip,edu_ged,edu_coll<1,edu_coll>1,edu_assoc,edu_bach,edu_mast,edu_prof,edu_doct,comp_tot,comp_has,comp_dial,comp_bro,comp_noint,comp_no,state,county,tract,block group,GEOID,tenu_p-rent,race_nonw,race_prop
1572,"Block Group 4, Census Tract 30, Multnomah County, Oregon",929,929,741,60,0,0,0,0,128,0,128,343,322,21,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,38,143,25,238,179,62,27,343,343,0,343,0,0,41,51,3000,4,410510030004,0.061224489795918366,188,0.2023681377825619
1573,"Block Group 3, Census Tract 30, Multnomah County, Oregon",1607,1607,1357,0,0,236,0,0,14,0,14,599,498,101,1141,37,0,0,0,0,0,0,0,0,0,17,0,25,0,0,68,35,104,115,75,260,290,53,62,599,581,0,581,0,18,41,51,3000,3,410510030003,0.1686143572621035,250,0.1555693839452396
1574,"Block Group 2, Census Tract 83.01, Multnomah County, Oregon",2747,2747,1344,297,13,925,64,0,104,8,96,953,319,634,1973,128,0,0,0,0,0,0,0,44,13,16,42,22,35,140,361,74,184,341,186,319,68,0,0,953,834,0,759,75,119,41,51,8301,2,410510083012,0.6652675760755509,1403,0.5107389879868948
1575,"Block Group 1, Census Tract 100.01, Multnomah County, Oregon",1303,1303,1186,13,0,23,0,38,43,0,43,535,58,477,744,13,0,0,0,0,0,0,32,16,25,0,68,26,0,0,230,0,63,167,23,31,50,0,0,535,461,0,450,11,74,41,51,10001,1,410510100011,0.891588785046729,117,0.08979278587874137
1576,"Block Group 2, Census Tract 335, Washington County, Oregon",3351,3351,2983,5,11,46,27,168,111,0,111,974,838,136,2027,21,0,0,4,0,0,0,0,0,0,0,28,17,17,29,319,70,181,361,301,532,114,10,23,974,938,3,840,95,36,41,67,33500,2,410670335002,0.13963039014373715,368,0.10981796478663086
1577,"Block Group 2, Census Tract 304.01, Washington County, Oregon",2023,2023,1829,0,0,123,0,8,63,0,63,907,623,284,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,161,3,0,147,61,669,307,107,25,907,852,0,743,109,55,41,67,30401,2,410670304012,0.3131201764057332,194,0.09589718240237272
1578,"Block Group 1, Census Tract 305.02, Washington County, Oregon",1727,1727,1504,40,0,113,0,33,37,0,37,763,547,216,1339,2,0,0,0,0,0,0,0,0,0,0,0,1,0,8,98,32,63,201,78,558,196,47,55,763,728,0,703,25,35,41,67,30502,1,410670305021,0.28309305373525556,223,0.12912565141864504
1579,"Block Group 1, Census Tract 312, Washington County, Oregon",1268,1268,928,122,14,71,0,0,133,0,133,663,207,456,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,38,120,109,141,267,39,45,32,663,625,0,560,65,38,41,67,31200,1,410670312001,0.6877828054298643,340,0.26813880126182965
1580,"Block Group 3, Census Tract 103.05, Multnomah County, Oregon",1027,1027,968,7,0,20,0,6,26,5,21,380,280,100,735,7,0,0,0,0,0,0,0,0,0,0,0,6,0,33,111,51,111,139,137,124,11,0,5,380,374,0,351,23,6,41,51,10305,3,410510103053,0.2631578947368421,59,0.05744888023369036
1581,"Block Group 2, Census Tract 103.05, Multnomah County, Oregon",1735,1735,1686,0,0,41,0,0,8,0,8,574,467,107,1157,8,7,0,0,0,0,0,0,7,0,21,15,11,0,0,188,38,110,177,207,291,36,32,9,574,540,0,540,0,34,41,51,10305,2,410510103052,0.18641114982578397,49,0.02824207492795389
1582,"Block Group 1, Census Tract 103.05, Multnomah County, Oregon",1314,1314,1159,4,42,0,0,109,0,0,0,514,310,204,927,13,0,0,0,0,30,0,0,0,0,0,0,22,32,0,321,39,78,164,62,119,40,7,0,514,490,0,424,66,24,41,51,10305,1,410510103051,0.3968871595330739,155,0.11796042617960426
1583,"Block Group 2, Census Tract 97.02, Multnomah County, Oregon",2609,2609,1528,127,139,161,72,391,191,72,119,722,487,235,1555,5,0,0,0,19,0,0,0,122,0,12,19,38,33,0,468,101,49,415,139,135,0,0,0,722,722,0,538,184,0,41,51,9702,2,410510097022,0.3254847645429363,1081,0.4143349942506708
1584,"Block Group 1, Census Tract 97.02, Multnomah County, Oregon",2745,2745,1351,466,0,568,0,360,0,0,0,803,503,300,1517,0,0,0,0,0,0,0,0,37,0,173,0,18,203,102,357,46,72,302,16,103,70,0,18,803,702,0,624,78,101,41,51,9702,1,410510097021,0.37359900373599003,1394,0.507832422586521
1585,"Block Group 4, Census Tract 97.02, Multnomah County, Oregon",2046,2046,1419,323,0,248,16,0,40,0,40,809,742,67,1450,37,0,0,36,0,0,0,0,0,0,0,31,0,27,92,367,201,146,311,32,107,62,1,0,809,688,0,580,108,121,41,51,9702,4,410510097024,0.08281829419035847,627,0.3064516129032258
1586,"Block Group 3, Census Tract 97.02, Multnomah County, Oregon",1042,1042,862,0,0,160,0,0,20,0,20,362,273,89,686,25,0,0,0,0,0,21,0,44,0,0,0,0,0,20,191,27,98,125,49,86,0,0,0,362,362,0,362,0,0,41,51,9702,3,410510097023,0.24585635359116023,180,0.1727447216890595
1587,"Block Group 1, Census Tract 98.03, Multnomah County, Oregon",2653,2653,2138,93,0,218,0,56,148,37,111,866,539,327,1873,27,0,0,0,0,0,5,0,22,0,10,0,0,17,33,573,116,182,329,254,255,50,0,0,866,838,0,786,52,28,41,51,9803,1,410510098031,0.37759815242494227,515,0.19411986430456088
1588,"Block Group 2, Census Tract 98.03, Multnomah County, Oregon",1517,1517,968,384,0,27,0,0,138,27,111,578,232,346,1114,164,0,0,0,0,0,0,0,0,0,0,0,0,14,0,92,117,232,237,48,156,54,0,0,578,556,0,556,0,22,41,51,9803,2,410510098032,0.5986159169550173,549,0.36189848384970336
1589,"Block Group 1, Census Tract 103.04, Multnomah County, Oregon",2316,2316,1758,221,46,20,0,74,197,0,197,759,295,464,1499,47,0,0,25,0,32,32,0,33,32,0,11,43,27,11,364,121,161,335,62,129,34,0,0,759,746,0,676,70,13,41,51,10304,1,410510103041,0.61133069828722,558,0.24093264248704663
1590,"Block Group 2, Census Tract 103.04, Multnomah County, Oregon",1980,1980,1287,15,17,131,134,292,104,44,60,521,410,111,1192,19,0,0,0,0,0,0,60,114,0,29,92,30,27,15,227,66,79,228,87,70,17,32,0,521,507,9,459,39,14,41,51,10304,2,410510103042,0.21305182341650672,693,0.35
1591,"Block Group 1, Census Tract 74, Multnomah County, Oregon",1425,1425,870,326,21,3,0,26,179,89,90,468,238,230,812,80,0,0,0,0,0,0,0,24,0,0,49,0,23,39,138,35,68,195,0,75,86,0,0,468,449,0,410,39,19,41,51,7400,1,410510074001,0.49145299145299143,555,0.3894736842105263
1592,"Block Group 1, Census Tract 304.02, Washington County, Oregon",1925,1925,1751,31,7,123,0,0,13,0,13,812,361,451,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,3,145,85,58,748,230,96,69,812,778,0,778,0,34,41,67,30402,1,410670304021,0.5554187192118226,174,0.0903896103896104
1593,"Block Group 3, Census Tract 305.01, Washington County, Oregon",1798,1798,1673,25,0,0,0,0,100,60,40,768,292,476,1132,0,0,0,0,0,0,0,0,0,0,49,0,52,0,39,213,80,27,139,61,286,171,8,7,768,707,0,646,61,61,41,67,30501,3,410670305013,0.6197916666666666,125,0.06952169076751946
1594,"Block Group 1, Census Tract 305.01, Washington County, Oregon",1129,1129,978,15,12,44,0,31,49,0,49,434,276,158,959,42,0,0,0,0,0,0,0,28,0,36,0,0,16,0,216,44,68,93,80,285,38,0,13,434,369,0,369,0,65,41,67,30501,1,410670305011,0.3640552995391705,151,0.1337466784765279
1595,"Block Group 3, Census Tract 38, Lane County, Oregon",1640,1640,1305,0,0,120,0,76,139,0,139,860,0,860,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,33,53,17,75,0,0,0,860,860,41,612,207,0,41,39,3800,3,410390038003,1.0,335,0.20426829268292682
1596,"Block Group 3, Census Tract 42, Lane County, Oregon",779,779,535,61,0,67,0,47,69,0,69,486,102,384,614,0,0,0,0,0,0,0,0,0,0,35,0,13,0,0,67,41,28,178,37,193,9,0,13,486,478,0,381,97,8,41,39,4200,3,410390042003,0.7901234567901234,244,0.31322207958921694
1597,"Block Group 2, Census Tract 42, Lane County, Oregon",1057,1057,903,23,16,0,0,0,115,0,115,435,61,374,924,32,0,0,0,0,0,8,9,0,0,0,56,24,18,13,136,89,94,192,74,84,95,0,0,435,403,0,381,22,32,41,39,4200,2,410390042002,0.8597701149425288,154,0.1456953642384106
1598,"Block Group 1, Census Tract 42, Lane County, Oregon",1558,1558,1395,0,83,9,0,30,41,0,41,626,161,465,1069,31,0,0,0,0,0,0,0,24,33,22,11,40,17,17,184,88,79,276,129,90,28,0,0,626,587,0,543,44,39,41,39,4200,1,410390042001,0.7428115015974441,163,0.10462130937098844
1599,"Block Group 1, Census Tract 226.05, Clackamas County, Oregon",1984,1984,1859,29,8,16,7,42,23,0,23,586,401,185,1380,21,0,0,0,0,0,0,0,8,17,0,7,30,52,20,359,187,124,287,138,83,47,0,0,586,554,5,463,86,32,41,5,22605,1,410050226051,0.31569965870307165,125,0.06300403225806452
1600,"Block Group 2, Census Tract 227.07, Clackamas County, Oregon",5836,5836,4766,140,9,548,0,64,309,37,272,2258,1532,726,3928,17,0,0,0,0,0,0,0,0,0,0,0,2,0,18,478,177,184,837,259,1196,477,133,150,2258,2237,0,2020,217,21,41,5,22707,2,410050227072,0.32152347209920284,1070,0.18334475668265934
1601,"Block Group 1, Census Tract 82.01, Multnomah County, Oregon",863,863,815,7,24,0,8,0,9,0,9,504,58,446,668,15,0,0,0,0,0,0,0,0,0,0,0,0,0,18,110,31,53,138,62,128,93,20,0,504,385,8,317,60,119,41,51,8201,1,410510082011,0.8849206349206349,48,0.055619930475086905
1602,"Block Group 1, Census Tract 38.03, Multnomah County, Oregon",1297,1297,1113,83,0,65,15,0,21,9,12,558,414,144,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,20,48,115,34,602,84,27,34,558,558,0,538,20,0,41,51,3803,1,410510038031,0.25806451612903225,184,0.14186584425597532
1603,"Block Group 2, Census Tract 46.01, Multnomah County, Oregon",1459,1459,1284,0,0,74,0,0,101,15,86,682,482,200,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,64,24,62,38,20,324,317,192,112,682,682,0,648,34,0,41,51,4601,2,410510046012,0.2932551319648094,175,0.11994516792323509
1604,"Block Group 1, Census Tract 46.01, Multnomah County, Oregon",1794,1794,1745,0,0,36,0,13,0,0,0,849,780,69,1500,25,0,0,0,0,0,0,0,0,0,0,0,0,0,36,48,0,52,69,43,603,306,241,77,849,819,0,811,8,30,41,51,4601,1,410510046011,0.0812720848056537,49,0.027313266443701228
1605,"Block Group 3, Census Tract 63, Multnomah County, Oregon",1707,1707,1375,0,0,122,12,41,157,0,157,659,511,148,1325,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,21,68,213,43,538,216,123,29,659,650,10,588,52,9,41,51,6300,3,410510063003,0.22458270106221548,332,0.19449326303456357
1606,"Block Group 2, Census Tract 102, Multnomah County, Oregon",2444,2444,2206,56,21,20,0,112,29,0,29,878,533,345,1450,87,0,0,0,0,100,0,0,28,0,37,111,83,26,87,294,182,62,144,66,78,65,0,0,878,864,0,708,156,14,41,51,10200,2,410510102002,0.3929384965831435,238,0.09738134206219312
1607,"Block Group 2, Census Tract 32, Multnomah County, Oregon",1106,1106,826,130,19,11,0,0,120,0,120,436,281,155,806,0,0,0,0,0,0,0,0,0,22,0,10,0,0,0,80,12,7,115,42,215,199,77,27,436,421,0,391,30,15,41,51,3200,2,410510032002,0.3555045871559633,280,0.25316455696202533
1608,"Block Group 4, Census Tract 32, Multnomah County, Oregon",1313,1313,1205,35,0,18,0,10,45,10,35,576,553,23,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,28,15,73,70,364,237,106,35,576,566,0,566,0,10,41,51,3200,4,410510032004,0.03993055555555555,108,0.08225437928408226
1609,"Block Group 1, Census Tract 33.02, Multnomah County, Oregon",1158,1158,958,108,0,19,0,18,55,0,55,500,352,148,890,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,109,0,43,150,21,235,260,46,7,500,488,0,474,14,12,41,51,3302,1,410510033021,0.296,200,0.17271157167530224
1610,"Block Group 4, Census Tract 34.01, Multnomah County, Oregon",1208,1208,619,452,0,12,0,0,125,0,125,495,168,327,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,180,60,82,82,68,195,122,10,21,495,457,0,445,12,38,41,51,3401,4,410510034014,0.6606060606060606,589,0.48758278145695366
1611,"Block Group 1, Census Tract 34.01, Multnomah County, Oregon",1068,1068,927,0,0,75,0,13,53,0,53,416,258,158,703,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,36,43,358,159,65,21,416,416,0,416,0,0,41,51,3401,1,410510034011,0.3798076923076923,141,0.13202247191011235
1612,"Block Group 2, Census Tract 34.01, Multnomah County, Oregon",1237,1237,856,246,0,70,0,21,44,9,35,433,207,226,678,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,91,10,22,46,88,234,95,50,0,433,419,20,388,11,14,41,51,3401,2,410510034012,0.5219399538106235,381,0.3080032336297494
1613,"Block Group 3, Census Tract 3.02, Multnomah County, Oregon",959,959,870,0,0,78,0,0,11,0,11,349,293,56,703,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,52,15,30,66,118,272,124,17,0,349,349,0,349,0,0,41,51,302,3,410510003023,0.16045845272206305,89,0.09280500521376434
1614,"Block Group 3, Census Tract 7, Deschutes County, Oregon",969,969,969,0,0,0,0,0,0,0,0,447,436,11,880,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,325,0,54,170,69,130,98,16,7,447,428,0,380,48,19,41,17,700,3,410170007003,0.024608501118568233,0,0.0
1615,"Block Group 4, Census Tract 8, Deschutes County, Oregon",643,643,516,12,0,0,0,0,115,0,115,331,170,161,485,0,0,0,0,0,0,0,0,0,8,0,17,0,28,12,134,36,8,121,87,34,0,0,0,331,319,0,293,26,12,41,17,800,4,410170008004,0.486404833836858,127,0.19751166407465007
1616,"Block Group 1, Census Tract 8, Deschutes County, Oregon",4800,4800,4342,73,0,1,0,251,133,60,73,1690,1461,229,3368,0,0,0,0,0,0,0,0,22,32,0,0,95,53,140,876,127,204,716,279,506,256,30,32,1690,1661,18,1560,83,29,41,17,800,1,410170008001,0.13550295857988165,458,0.09541666666666666
1617,"Block Group 2, Census Tract 8, Deschutes County, Oregon",873,873,851,0,0,0,0,0,22,0,22,451,206,245,732,0,0,0,0,0,0,0,0,46,0,14,16,1,0,38,127,78,59,100,157,83,0,0,13,451,436,15,380,41,15,41,17,800,2,410170008002,0.5432372505543237,22,0.025200458190148912
1618,"Block Group 3, Census Tract 8, Deschutes County, Oregon",850,850,746,14,0,0,22,0,68,0,68,356,172,184,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,33,72,50,82,84,127,70,0,0,356,356,0,306,50,0,41,17,800,3,410170008003,0.5168539325842697,104,0.1223529411764706
1619,"Block Group 4, Census Tract 9, Jackson County, Oregon",4633,4633,4352,0,13,0,0,26,242,0,242,1747,952,795,2930,0,0,0,0,0,0,0,0,0,0,51,72,56,190,125,631,103,333,449,362,288,176,59,35,1747,1700,0,1648,52,47,41,29,900,4,410290009004,0.45506582713222665,281,0.06065184545650766
1620,"Block Group 3, Census Tract 14, Jackson County, Oregon",4415,4415,4171,0,0,0,0,10,234,9,225,1718,1298,420,3105,136,0,0,0,0,0,0,0,0,0,0,0,193,30,76,1270,71,118,387,476,307,33,8,0,1718,1672,55,1268,349,46,41,29,1400,3,410290014003,0.24447031431897556,244,0.05526613816534541
1621,"Block Group 2, Census Tract 321.10, Washington County, Oregon",925,925,689,60,0,136,0,5,35,19,16,308,278,30,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,64,105,27,192,122,37,14,308,302,0,298,4,6,41,67,32110,2,410670321102,0.09740259740259741,236,0.25513513513513514
1622,"Block Group 1, Census Tract 321.09, Washington County, Oregon",1032,1032,964,7,0,47,0,0,14,0,14,335,332,3,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,44,77,52,324,163,13,19,335,335,0,319,16,0,41,67,32109,1,410670321091,0.008955223880597015,68,0.06589147286821706
1623,"Block Group 2, Census Tract 321.09, Washington County, Oregon",2219,2219,1998,0,6,81,0,25,109,0,109,691,618,73,1412,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,154,34,55,100,65,680,204,68,37,691,691,5,673,13,0,41,67,32109,2,410670321092,0.10564399421128799,221,0.09959441189725102
1624,"Block Group 3, Census Tract 320.03, Washington County, Oregon",774,774,500,192,8,41,9,24,0,0,0,300,36,264,413,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,75,21,57,66,49,94,43,0,0,300,269,0,202,67,31,41,67,32003,3,410670320033,0.88,274,0.35400516795865633
1625,"Block Group 1, Census Tract 320.03, Washington County, Oregon",2113,2113,1412,153,10,114,169,194,61,9,52,960,193,767,1429,25,0,0,0,0,0,0,0,0,35,0,34,0,0,9,202,150,170,260,106,305,116,0,17,960,918,0,874,44,42,41,67,32003,1,410670320031,0.7989583333333333,701,0.3317557974443919
1626,"Block Group 2, Census Tract 320.03, Washington County, Oregon",1771,1771,1163,40,78,12,0,247,231,49,182,776,216,560,1240,0,0,0,0,0,0,0,0,13,0,0,14,0,23,0,251,45,146,277,188,197,37,30,19,776,608,0,540,68,168,41,67,32003,2,410670320032,0.7216494845360825,608,0.34330886504799546
1627,"Block Group 2, Census Tract 320.04, Washington County, Oregon",948,948,827,7,5,25,28,33,23,0,23,399,212,187,700,0,0,0,0,0,0,0,0,25,0,13,0,0,7,12,90,8,47,102,108,193,74,21,0,399,389,5,373,11,10,41,67,32004,2,410670320042,0.46867167919799496,121,0.12763713080168776
1628,"Block Group 1, Census Tract 320.04, Washington County, Oregon",1102,1102,1001,11,5,29,0,33,23,0,23,433,364,69,783,7,0,0,0,0,0,0,0,0,0,11,0,0,6,18,102,17,79,124,67,264,62,11,15,433,386,0,382,4,47,41,67,32004,1,410670320041,0.15935334872979215,101,0.09165154264972777
1629,"Block Group 1, Census Tract 319.10, Washington County, Oregon",4500,4500,3741,19,0,541,0,59,140,38,102,1499,1289,210,3117,0,0,0,0,0,0,5,0,0,0,0,0,0,58,0,506,0,191,395,314,1043,381,163,61,1499,1468,0,1468,0,31,41,67,31910,1,410670319101,0.1400933955970647,759,0.16866666666666666
1630,"Block Group 2, Census Tract 319.10, Washington County, Oregon",1707,1707,1228,0,0,382,0,22,75,0,75,576,560,16,1252,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,22,72,127,75,576,113,33,76,576,576,0,565,11,0,41,67,31910,2,410670319102,0.027777777777777776,479,0.28060925600468656
1631,"Block Group 1, Census Tract 308.05, Washington County, Oregon",1298,1298,1013,35,0,40,0,108,102,0,102,498,479,19,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,79,14,13,149,94,350,166,64,14,498,498,7,491,0,0,41,67,30805,1,410670308051,0.03815261044176707,285,0.21956856702619415
1632,"Block Group 3, Census Tract 308.05, Washington County, Oregon",1810,1810,1475,44,19,177,0,13,82,0,82,866,276,590,1274,0,0,0,0,0,0,0,27,0,0,0,0,32,5,27,198,24,70,188,104,354,132,92,21,866,821,0,779,42,45,41,67,30805,3,410670308053,0.6812933025404158,335,0.1850828729281768
1633,"Block Group 1, Census Tract 319.07, Washington County, Oregon",2202,2202,1675,141,40,121,0,127,98,0,98,686,582,104,1477,0,0,0,0,0,0,0,0,28,0,0,0,37,0,15,176,67,107,204,164,509,124,46,0,686,686,0,677,9,0,41,67,31907,1,410670319071,0.15160349854227406,527,0.2393278837420527
1634,"Block Group 5, Census Tract 319.07, Washington County, Oregon",2021,2021,1685,13,51,63,0,65,144,0,144,738,557,181,1447,0,0,24,0,0,0,0,0,0,0,56,0,27,0,20,277,17,145,316,129,325,72,39,0,738,706,0,610,96,32,41,67,31907,5,410670319075,0.24525745257452575,336,0.16625432953983177
1635,"Block Group 2, Census Tract 9, Deschutes County, Oregon",1592,1592,1512,0,0,68,0,0,12,0,12,560,304,256,1137,56,0,0,0,0,0,0,0,0,0,0,42,0,17,34,278,32,159,137,196,133,29,24,0,560,503,0,441,62,57,41,17,900,2,410170009002,0.45714285714285713,80,0.05025125628140704
1636,"Block Group 3, Census Tract 9, Deschutes County, Oregon",1832,1832,1535,0,0,13,0,260,24,0,24,687,265,422,1165,21,0,0,0,0,0,0,0,0,0,0,65,0,23,15,220,243,124,106,136,133,37,24,18,687,572,0,523,49,115,41,17,900,3,410170009003,0.6142649199417758,297,0.162117903930131
1637,"Block Group 2, Census Tract 18, Deschutes County, Oregon",3199,3199,3013,80,22,23,0,23,38,0,38,1131,888,243,2275,0,0,0,0,0,0,0,0,14,0,16,0,0,0,0,301,13,273,692,165,521,191,39,50,1131,1131,17,1046,68,0,41,17,1800,2,410170018002,0.21485411140583555,186,0.05814316974054392
1638,"Block Group 3, Census Tract 18, Deschutes County, Oregon",2395,2395,2255,0,0,39,0,11,90,0,90,1197,240,957,1715,10,0,0,0,0,0,0,17,0,0,0,0,46,56,24,510,71,48,281,199,234,206,13,0,1197,1118,0,1040,78,79,41,17,1800,3,410170018003,0.7994987468671679,140,0.05845511482254697
1639,"Block Group 2, Census Tract 305.01, Washington County, Oregon",1227,1227,1138,0,0,49,0,0,40,0,40,534,419,115,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,16,85,196,111,274,116,38,9,534,516,0,516,0,18,41,67,30501,2,410670305012,0.2153558052434457,89,0.07253463732681337
1640,"Block Group 2, Census Tract 307, Washington County, Oregon",582,582,518,0,0,30,0,0,34,0,34,352,83,269,509,6,0,0,0,0,38,0,0,0,0,0,0,0,13,4,111,12,33,74,60,116,42,0,0,352,320,0,293,27,32,41,67,30700,2,410670307002,0.7642045454545454,64,0.10996563573883161
1641,"Block Group 1, Census Tract 315.04, Washington County, Oregon",1676,1676,1482,0,0,132,0,0,62,0,62,580,498,82,1316,0,0,0,0,0,0,0,0,0,0,0,25,0,21,0,115,75,92,33,172,478,196,38,71,580,580,0,580,0,0,41,67,31504,1,410670315041,0.1413793103448276,194,0.11575178997613365
1642,"Block Group 2, Census Tract 315.04, Washington County, Oregon",1026,1026,945,0,0,32,0,0,49,0,49,374,320,54,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,9,32,128,88,220,133,0,82,374,374,0,374,0,0,41,67,31504,2,410670315042,0.1443850267379679,81,0.07894736842105263
1643,"Block Group 1, Census Tract 315.06, Washington County, Oregon",1334,1334,1204,0,0,80,0,0,50,8,42,449,449,0,944,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,58,0,78,63,97,435,113,53,32,449,443,0,440,3,6,41,67,31506,1,410670315061,0.0,130,0.09745127436281859
1644,"Block Group 2, Census Tract 315.06, Washington County, Oregon",2490,2490,2063,24,0,96,10,122,175,48,127,1051,412,639,1713,28,0,0,0,0,0,0,0,24,0,0,0,53,2,0,121,89,114,313,152,476,206,108,27,1051,947,0,906,41,104,41,67,31506,2,410670315062,0.6079923882017126,427,0.1714859437751004
1645,"Block Group 2, Census Tract 317.05, Washington County, Oregon",2039,2039,1415,147,13,266,0,163,35,0,35,816,481,335,1538,42,0,0,0,39,0,0,0,0,0,76,11,28,0,20,166,165,87,366,150,295,82,0,11,816,764,10,639,115,52,41,67,31705,2,410670317052,0.4105392156862745,624,0.3060323688082393
1646,"Block Group 3, Census Tract 317.05, Washington County, Oregon",1517,1517,1323,73,11,54,0,0,56,0,56,587,279,308,1068,0,0,0,0,0,0,0,3,3,0,0,0,40,0,26,142,95,128,242,179,171,39,0,0,587,574,0,562,12,13,41,67,31705,3,410670317053,0.524701873935264,194,0.12788398154251812
1647,"Block Group 2, Census Tract 10.01, Lane County, Oregon",1439,1439,1280,0,45,0,0,23,91,66,25,564,539,25,1032,0,0,0,0,23,0,0,0,0,0,5,0,6,13,0,283,43,37,252,44,206,95,17,8,564,494,0,416,78,70,41,39,1001,2,410390010012,0.044326241134751775,159,0.11049339819318972
1648,"Block Group 1, Census Tract 10.01, Lane County, Oregon",1210,1210,1102,9,11,0,0,29,59,52,7,491,401,90,923,0,0,0,0,0,0,0,0,0,0,29,13,0,17,13,327,30,79,125,133,124,33,0,0,491,471,8,451,12,20,41,39,1001,1,410390010011,0.18329938900203666,108,0.08925619834710743
1649,"Block Group 1, Census Tract 10.02, Lane County, Oregon",1704,1704,1537,0,26,0,0,25,116,0,116,628,518,110,1352,0,0,0,0,0,0,0,0,0,0,0,0,7,0,40,264,22,136,261,141,316,75,43,47,628,600,0,558,42,28,41,39,1002,1,410390010021,0.1751592356687898,167,0.09800469483568075
1650,"Block Group 3, Census Tract 10.02, Lane County, Oregon",1113,1113,1009,51,0,10,0,0,43,0,43,490,394,96,914,0,0,0,0,1,10,0,0,0,0,8,0,0,8,30,114,18,76,166,144,214,46,40,39,490,458,0,369,89,32,41,39,1002,3,410390010023,0.19591836734693877,104,0.09344115004492363
1651,"Block Group 2, Census Tract 18.04, Lane County, Oregon",3034,3034,2637,0,26,8,0,83,280,29,251,1015,885,130,1992,12,0,0,0,0,0,0,0,0,1,1,0,16,74,76,545,154,117,335,170,350,123,11,7,1015,951,0,898,53,64,41,39,1804,2,410390018042,0.12807881773399016,397,0.13085036255767962
1652,"Block Group 2, Census Tract 19.02, Lane County, Oregon",846,846,805,0,0,0,0,21,20,20,0,261,170,91,620,0,0,0,0,0,0,0,0,21,0,0,21,0,27,0,235,70,73,42,74,57,0,0,0,261,261,0,229,32,0,41,39,1902,2,410390019022,0.3486590038314176,41,0.04846335697399527
1653,"Block Group 1, Census Tract 22.01, Lane County, Oregon",1399,1399,1263,0,0,64,0,0,72,30,42,592,554,38,1100,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,173,38,49,102,104,281,211,126,7,592,578,7,555,16,14,41,39,2201,1,410390022011,0.06418918918918919,136,0.09721229449606862
1654,"Block Group 2, Census Tract 22.01, Lane County, Oregon",2107,2107,2008,34,18,0,0,0,47,0,47,1044,653,391,1747,16,0,0,0,0,0,0,2,2,1,0,8,17,12,9,472,57,147,286,194,361,139,10,14,1044,973,0,917,56,71,41,39,2201,2,410390022012,0.37452107279693486,99,0.04698623635500712
1655,"Block Group 1, Census Tract 4.04, Lane County, Oregon",950,950,800,0,0,0,0,150,0,0,0,421,313,108,668,0,0,0,0,0,0,0,0,0,0,38,13,0,8,10,111,8,124,51,138,118,49,0,0,421,378,0,296,82,43,41,39,404,1,410390004041,0.25653206650831356,150,0.15789473684210525
1656,"Block Group 3, Census Tract 4.04, Lane County, Oregon",1996,1996,1863,6,0,0,0,98,29,22,7,629,281,348,1262,8,0,0,0,14,0,0,0,0,19,7,37,36,0,24,444,96,72,172,145,122,50,16,0,629,561,0,521,40,68,41,39,404,3,410390004043,0.5532591414944356,133,0.06663326653306613
1657,"Block Group 1, Census Tract 7.02, Lane County, Oregon",1450,1450,1330,0,22,27,0,17,54,0,54,613,440,173,1119,23,0,0,0,0,0,0,3,5,0,9,14,21,18,3,216,43,97,364,48,158,88,9,0,613,583,16,534,33,30,41,39,702,1,410390007021,0.2822185970636215,120,0.08275862068965517
