NAME,hhlang_tot,hhlang_eng,hhlang_sp,hhlang_slim,hhlang_snot,hhlang_indeu,hhlang_inlim,hhlang_inno,hhlang_as,hhlang_asli,hhlang_asno,hhlang_oth,hhlang_limo,hhlang_noli,grent_tot,grent_wi,grent<100,grent_100,grent_150,grent_200,grent_250,grent_300,grent_350,grent_400,grent_450,grent_500,grent_550,grent_600,grent_650,grent_700,grent_750,grent_800,grent_900,grent_1k,grent_1250,grent_1500,grent_2k,grent_2500,grent_3k,grent_3500,grent_none,agve_com,agve_male,agve_fem,state,county,tract,block group,GEOID
"Block Group 4, Census Tract 301.01, Washington County, Oregon",961,788,76,0,76,56,0,56,9,0,9,32,15,17,743,743,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,10,111,290,214,85,15,0,0,0,,,,41,067,030101,4,410670301014
"Block Group 1, Census Tract 301.01, Washington County, Oregon",488,423,21,0,21,27,0,27,17,0,17,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,,,,41,067,030101,1,410670301011
"Block Group 3, Census Tract 301.01, Washington County, Oregon",2101,1653,174,0,174,70,0,70,204,0,204,0,0,0,1302,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,137,354,497,226,17,0,52,0,,,,41,067,030101,3,410670301013
"Block Group 1, Census Tract 301.02, Washington County, Oregon",1556,1183,169,58,111,85,14,71,105,63,42,14,14,0,914,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,27,136,521,161,0,0,0,25,,,,41,067,030102,1,410670301021
"Block Group 2, Census Tract 316.15, Washington County, Oregon",446,326,52,0,52,10,0,10,52,0,52,6,0,6,119,119,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,28,61,0,10,0,0,0,0,,,,41,067,031615,2,410670316152
"Block Group 4, Census Tract 316.15, Washington County, Oregon",248,199,0,0,0,8,0,8,41,23,18,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,,,,41,067,031615,4,410670316154
"Block Group 1, Census Tract 316.15, Washington County, Oregon",521,260,185,0,185,54,0,54,22,0,22,0,0,0,293,293,0,0,0,8,0,0,10,0,10,0,0,0,0,0,25,11,0,169,48,12,0,0,0,0,0,,,,41,067,031615,1,410670316151
"Block Group 1, Census Tract 324.08, Washington County, Oregon",932,624,68,0,68,88,17,71,152,0,152,0,0,0,292,292,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,31,59,102,85,2,0,0,0,,,,41,067,032408,1,410670324081
"Block Group 1, Census Tract 326.08, Washington County, Oregon",990,706,60,11,49,74,24,50,137,13,124,13,0,13,441,441,0,0,0,0,0,0,0,0,0,0,14,0,0,0,11,0,0,39,136,223,13,5,0,0,0,,,,41,067,032608,1,410670326081
"Block Group 2, Census Tract 326.10, Washington County, Oregon",305,267,31,0,31,0,0,0,7,7,0,0,0,0,82,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,64,0,0,0,0,7,,,,41,067,032610,2,410670326102
"Block Group 1, Census Tract 321.07, Washington County, Oregon",769,623,50,18,32,37,0,37,56,6,50,3,0,3,58,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,0,0,0,12,,,,41,067,032107,1,410670321071
"Block Group 2, Census Tract 321.04, Washington County, Oregon",818,786,12,7,5,9,0,9,11,0,11,0,0,0,307,291,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,15,86,60,93,28,0,0,0,16,,,,41,067,032104,2,410670321042
"Block Group 3, Census Tract 326.06, Washington County, Oregon",315,301,0,0,0,0,0,0,14,14,0,0,0,0,55,55,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,,,,41,067,032606,3,410670326063
"Block Group 5, Census Tract 326.06, Washington County, Oregon",312,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,41,067,032606,5,410670326065
"Block Group 4, Census Tract 326.06, Washington County, Oregon",427,265,162,91,71,0,0,0,0,0,0,0,0,0,146,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,40,0,91,0,0,0,0,0,0,,,,41,067,032606,4,410670326064
"Block Group 3, Census Tract 9501, Clatsop County, Oregon",660,579,25,0,25,40,0,40,16,10,6,0,0,0,409,298,0,0,0,10,22,0,0,0,11,0,0,0,0,0,13,44,59,89,27,23,0,0,0,0,111,,,,41,007,950100,3,410079501003
"Block Group 1, Census Tract 9501, Clatsop County, Oregon",322,244,47,47,0,21,0,21,0,0,0,10,0,10,152,152,0,0,0,0,0,0,0,0,13,0,10,21,0,42,0,15,10,23,18,0,0,0,0,0,0,,,,41,007,950100,1,410079501001
"Block Group 1, Census Tract 9507, Clatsop County, Oregon",497,456,26,0,26,8,0,8,7,7,0,0,0,0,144,144,0,0,3,0,0,0,0,0,0,0,0,0,0,4,21,39,28,25,4,10,10,0,0,0,0,,,,41,007,950700,1,410079507001
"Block Group 3, Census Tract 9504, Clatsop County, Oregon",307,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,41,007,950400,3,410079504003
"Block Group 1, Census Tract 9504, Clatsop County, Oregon",441,432,0,0,0,9,0,9,0,0,0,0,0,0,95,86,0,0,0,0,0,0,0,0,0,0,0,0,28,9,26,0,0,9,14,0,0,0,0,0,9,,,,41,007,950400,1,410079504001
"Block Group 1, Census Tract 9511, Clatsop County, Oregon",773,735,0,0,0,23,0,23,15,15,0,0,0,0,367,367,14,0,0,32,0,18,0,0,0,30,0,41,0,0,42,41,45,29,19,56,0,0,0,0,0,,,,41,007,951100,1,410079511001
"Block Group 3, Census Tract 9511, Clatsop County, Oregon",378,378,0,0,0,0,0,0,0,0,0,0,0,0,249,219,0,0,0,24,0,0,0,26,0,0,0,13,12,0,0,20,44,35,7,25,0,13,0,0,30,,,,41,007,951100,3,410079511003
"Block Group 2, Census Tract 2, Coos County, Oregon",550,517,33,13,20,0,0,0,0,0,0,0,0,0,129,116,0,0,0,0,0,0,0,0,0,13,16,0,0,0,34,14,0,0,0,39,0,0,0,0,13,,,,41,011,000200,2,410110002002
"Block Group 1, Census Tract 2, Coos County, Oregon",304,264,17,0,17,23,0,23,0,0,0,0,0,0,46,27,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,19,,,,41,011,000200,1,410110002001
"Block Group 5, Census Tract 306, Linn County, Oregon",518,410,18,0,18,70,0,70,20,0,20,0,0,0,65,65,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,0,33,0,0,0,0,0,0,,,,41,043,030600,5,410430306005
"Block Group 1, Census Tract 202, Linn County, Oregon",864,741,109,10,99,11,0,11,3,0,3,0,0,0,393,393,0,0,0,0,0,0,0,4,30,8,4,16,12,23,17,56,51,118,51,3,0,0,0,0,0,,,,41,043,020200,1,410430202001
"Block Group 1, Census Tract 205, Linn County, Oregon",619,462,130,49,81,19,0,19,8,0,8,0,0,0,223,215,0,0,0,0,0,0,0,0,7,0,0,33,16,0,26,14,17,69,33,0,0,0,0,0,8,,,,41,043,020500,1,410430205001
"Block Group 2, Census Tract 205, Linn County, Oregon",1094,1011,83,0,83,0,0,0,0,0,0,0,0,0,618,595,0,0,0,25,7,81,0,0,0,8,20,15,42,6,22,84,107,148,10,0,6,14,0,0,23,,,,41,043,020500,2,410430205002
"Block Group 4, Census Tract 2100, Douglas County, Oregon",633,589,33,0,33,0,0,0,0,0,0,11,0,11,252,192,0,0,0,0,0,11,0,0,0,0,27,0,24,10,11,28,81,0,0,0,0,0,0,0,60,,,,41,019,210000,4,410192100004
"Block Group 2, Census Tract 2100, Douglas County, Oregon",383,377,3,0,3,3,0,3,0,0,0,0,0,0,85,81,0,0,0,0,0,27,0,0,0,0,10,4,0,4,0,15,11,10,0,0,0,0,0,0,4,,,,41,019,210000,2,410192100002
"Block Group 5, Census Tract 2100, Douglas County, Oregon",320,297,3,0,3,20,0,20,0,0,0,0,0,0,126,115,0,0,0,5,0,0,0,0,17,0,0,0,6,20,9,7,29,22,0,0,0,0,0,0,11,,,,41,019,210000,5,410192100005
"Block Group 3, Census Tract 2100, Douglas County, Oregon",302,283,8,8,0,0,0,0,0,0,0,11,0,11,183,183,0,0,0,29,0,0,0,0,0,14,0,15,0,13,21,56,9,13,7,6,0,0,0,0,0,,,,41,019,210000,3,410192100003
"Block Group 2, Census Tract 100, Douglas County, Oregon",647,563,40,31,9,21,5,16,0,0,0,23,0,23,286,261,0,0,0,14,15,7,6,0,0,16,30,24,67,0,9,65,0,8,0,0,0,0,0,0,25,,,,41,019,010000,2,410190100002
"Block Group 1, Census Tract 100, Douglas County, Oregon",473,458,8,0,8,7,0,7,0,0,0,0,0,0,173,173,0,0,0,0,0,0,0,0,0,0,0,8,55,11,0,34,0,10,55,0,0,0,0,0,0,,,,41,019,010000,1,410190100001
"Block Group 2, Census Tract 400, Douglas County, Oregon",572,566,6,0,6,0,0,0,0,0,0,0,0,0,142,127,0,0,0,3,0,9,29,10,11,0,0,3,0,1,0,20,28,13,0,0,0,0,0,0,15,,,,41,019,040000,2,410190400002
"Block Group 3, Census Tract 400, Douglas County, Oregon",304,295,9,0,9,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,32,6,0,0,0,4,0,3,0,0,0,0,0,0,0,0,,,,41,019,040000,3,410190400003
"Block Group 1, Census Tract 400, Douglas County, Oregon",300,285,0,0,0,15,0,15,0,0,0,0,0,0,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,5,,,,41,019,040000,1,410190400001
"Block Group 1, Census Tract 500.02, Douglas County, Oregon",1248,1229,0,0,0,0,0,0,19,0,19,0,0,0,464,399,0,34,0,0,15,19,0,58,0,8,18,0,0,36,6,94,38,22,51,0,0,0,0,0,65,,,,41,019,050002,1,410190500021
"Block Group 4, Census Tract 500.02, Douglas County, Oregon",574,501,73,73,0,0,0,0,0,0,0,0,0,0,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,99,0,0,0,0,0,0,0,,,,41,019,050002,4,410190500024
"Block Group 2, Census Tract 1000, Douglas County, Oregon",457,451,0,0,0,6,0,6,0,0,0,0,0,0,166,135,0,0,0,0,0,0,9,0,0,34,0,34,0,0,0,31,0,7,20,0,0,0,0,0,31,,,,41,019,100000,2,410191000002
"Block Group 3, Census Tract 1000, Douglas County, Oregon",431,406,25,0,25,0,0,0,0,0,0,0,0,0,224,141,0,0,14,21,26,0,0,0,0,0,0,0,24,0,0,33,12,0,11,0,0,0,0,0,83,,,,41,019,100000,3,410191000003
"Block Group 4, Census Tract 1200, Douglas County, Oregon",446,426,20,0,20,0,0,0,0,0,0,0,0,0,194,172,0,0,0,0,0,32,20,0,23,0,0,29,51,17,0,0,0,0,0,0,0,0,0,0,22,,,,41,019,120000,4,410191200004
"Block Group 5, Census Tract 1200, Douglas County, Oregon",262,244,0,0,0,0,0,0,18,18,0,0,0,0,108,92,0,0,0,0,0,0,0,0,0,0,16,0,18,0,0,45,0,13,0,0,0,0,0,0,16,,,,41,019,120000,5,410191200005
"Block Group 1, Census Tract 1200, Douglas County, Oregon",1032,970,17,0,17,45,0,45,0,0,0,0,0,0,297,297,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,104,87,26,34,0,0,18,17,0,0,,,,41,019,120000,1,410191200001
"Block Group 2, Census Tract 1200, Douglas County, Oregon",909,892,0,0,0,0,0,0,17,0,17,0,0,0,527,462,0,0,0,0,0,0,0,0,0,48,20,47,34,12,53,92,79,60,17,0,0,0,0,0,65,,,,41,019,120000,2,410191200002
"Block Group 1, Census Tract 900, Douglas County, Oregon",413,310,37,17,20,46,0,46,20,0,20,0,0,0,74,74,0,0,0,0,0,0,0,0,0,0,29,0,17,0,0,0,17,11,0,0,0,0,0,0,0,,,,41,019,090000,1,410190900001
"Block Group 2, Census Tract 900, Douglas County, Oregon",367,367,0,0,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,26,0,0,0,0,0,0,0,0,,,,41,019,090000,2,410190900002
"Block Group 2, Census Tract 309.02, Linn County, Oregon",636,582,54,36,18,0,0,0,0,0,0,0,0,0,115,115,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,36,0,1,56,16,0,0,0,0,0,,,,41,043,030902,2,410430309022
"Block Group 3, Census Tract 309.02, Linn County, Oregon",569,528,22,0,22,1,0,1,18,0,18,0,0,0,57,57,0,0,0,0,2,0,0,0,0,0,0,4,0,1,0,2,19,16,5,3,5,0,0,0,0,,,,41,043,030902,3,410430309023
"Block Group 5, Census Tract 309.02, Linn County, Oregon",881,832,33,0,33,0,0,0,16,16,0,0,0,0,316,316,0,0,0,0,0,0,0,0,0,0,0,0,15,15,13,68,100,56,32,17,0,0,0,0,0,,,,41,043,030902,5,410430309025
"Block Group 3, Census Tract 309.03, Linn County, Oregon",913,868,8,0,8,16,0,16,21,13,8,0,0,0,267,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,25,20,59,11,41,19,0,0,0,15,,,,41,043,030903,3,410430309033
"Block Group 1, Census Tract 309.03, Linn County, Oregon",485,451,34,34,0,0,0,0,0,0,0,0,0,0,343,343,0,0,0,17,0,0,15,0,0,0,60,0,39,36,43,83,20,30,0,0,0,0,0,0,0,,,,41,043,030903,1,410430309031
"Block Group 1, Census Tract 309.04, Linn County, Oregon",375,362,13,0,13,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,,,,41,043,030904,1,410430309041
"Block Group 3, Census Tract 309.04, Linn County, Oregon",556,520,17,0,17,9,0,9,10,0,10,0,0,0,106,96,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,47,0,19,7,0,0,0,10,,,,41,043,030904,3,410430309043
"Block Group 3, Census Tract 12.02, Lane County, Oregon",549,495,36,0,36,9,0,9,0,0,0,9,0,9,264,257,0,0,0,26,9,8,0,0,11,14,0,9,41,26,12,20,11,29,41,0,0,0,0,0,7,,,,41,039,001202,3,410390012023
"Block Group 4, Census Tract 15, Lane County, Oregon",518,518,0,0,0,0,0,0,0,0,0,0,0,0,243,243,0,0,0,0,0,0,0,0,0,0,64,0,59,0,0,22,67,31,0,0,0,0,0,0,0,,,,41,039,001500,4,410390015004
"Block Group 1, Census Tract 15, Lane County, Oregon",445,427,4,0,4,14,0,14,0,0,0,0,0,0,52,50,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,22,16,0,0,0,0,0,2,,,,41,039,001500,1,410390015001
"Block Group 2, Census Tract 15, Lane County, Oregon",640,612,12,0,12,16,0,16,0,0,0,0,0,0,275,275,0,0,0,23,0,0,0,0,0,0,0,0,17,67,38,66,17,47,0,0,0,0,0,0,0,,,,41,039,001500,2,410390015002
"Block Group 1, Census Tract 18.01, Lane County, Oregon",712,666,29,0,29,0,0,0,17,0,17,0,0,0,206,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,87,28,42,20,9,0,0,0,0,,,,41,039,001801,1,410390018011
"Block Group 1, Census Tract 54, Lane County, Oregon",543,506,25,0,25,12,0,12,0,0,0,0,0,0,166,166,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,19,14,63,21,0,0,0,0,,,,41,039,005400,1,410390054001
"Block Group 2, Census Tract 43, Lane County, Oregon",632,545,53,11,42,0,0,0,34,0,34,0,0,0,213,213,0,0,0,0,0,0,0,0,0,0,0,23,0,0,13,15,16,62,84,0,0,0,0,0,0,,,,41,039,004300,2,410390043002
"Block Group 4, Census Tract 43, Lane County, Oregon",603,500,75,0,75,28,0,28,0,0,0,0,0,0,150,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,51,29,10,0,0,0,0,10,,,,41,039,004300,4,410390043004
"Block Group 1, Census Tract 43, Lane County, Oregon",1146,998,101,14,87,28,0,28,0,0,0,19,0,19,792,792,0,0,0,0,31,45,16,65,15,0,32,43,40,105,17,38,109,42,77,103,14,0,0,0,0,,,,41,039,004300,1,410390043001
"Block Group 2, Census Tract 38.01, Multnomah County, Oregon",232,216,0,0,0,10,0,10,6,0,6,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,8,0,8,0,0,0,0,0,,,,41,051,003801,2,410510038012
"Block Group 1, Census Tract 42, Multnomah County, Oregon",653,525,98,0,98,21,0,21,9,0,9,0,0,0,271,271,0,0,0,0,0,0,0,0,0,0,0,0,12,0,26,0,0,67,54,112,0,0,0,0,0,,,,41,051,004200,1,410510042001
"Block Group 3, Census Tract 9703, Wasco County, Oregon",475,375,100,33,67,0,0,0,0,0,0,0,0,0,170,156,0,0,0,0,7,0,0,0,0,0,0,11,10,29,14,46,17,22,0,0,0,0,0,0,14,,,,41,065,970300,3,410659703003
"Block Group 2, Census Tract 9701, Wasco County, Oregon",429,423,0,0,0,6,0,6,0,0,0,0,0,0,112,79,0,0,0,0,0,0,0,0,0,0,0,0,0,8,42,0,0,9,0,20,0,0,0,0,33,,,,41,065,970100,2,410659701002
"Block Group 1, Census Tract 9701, Wasco County, Oregon",879,824,55,37,18,0,0,0,0,0,0,0,0,0,288,285,0,0,0,0,0,0,0,0,0,10,23,21,39,31,12,58,0,21,36,8,26,0,0,0,3,,,,41,065,970100,1,410659701001
"Block Group 3, Census Tract 9701, Wasco County, Oregon",307,203,104,0,104,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,24,0,0,0,0,0,,,,41,065,970100,3,410659701003
"Block Group 1, Census Tract 9708, Wasco County, Oregon",600,572,22,0,22,0,0,0,2,0,2,4,0,4,249,218,0,0,0,0,0,0,0,0,0,8,6,29,4,4,11,56,9,27,43,17,4,0,0,0,31,,,,41,065,970800,1,410659708001
"Block Group 4, Census Tract 9708, Wasco County, Oregon",636,625,11,0,11,0,0,0,0,0,0,0,0,0,156,105,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,14,0,26,19,4,0,0,0,0,51,,,,41,065,970800,4,410659708004
"Block Group 3, Census Tract 9708, Wasco County, Oregon",170,139,11,0,11,0,0,0,0,0,0,20,0,20,56,56,0,0,3,0,5,11,0,0,9,8,7,0,3,3,0,7,0,0,0,0,0,0,0,0,0,,,,41,065,970800,3,410659708003
"Block Group 2, Census Tract 9708, Wasco County, Oregon",328,324,4,0,4,0,0,0,0,0,0,0,0,0,136,115,0,0,5,8,0,13,5,0,0,13,6,4,4,1,17,19,10,10,0,0,0,0,0,0,21,,,,41,065,970800,2,410659708002
"Block Group 1, Census Tract 329.01, Washington County, Oregon",1094,689,277,39,238,20,0,20,71,12,59,37,0,37,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,58,49,9,24,0,0,0,,,,41,067,032901,1,410670329011
"Block Group 1, Census Tract 4.02, Lane County, Oregon",528,510,7,0,7,0,0,0,11,0,11,0,0,0,90,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,7,0,0,0,0,0,28,,,,41,039,000402,1,410390004021
"Block Group 3, Census Tract 4.02, Lane County, Oregon",554,513,11,0,11,20,0,20,0,0,0,10,0,10,97,97,0,0,0,0,0,0,0,0,0,13,8,0,10,0,0,26,14,19,0,0,0,0,7,0,0,,,,41,039,000402,3,410390004023
"Block Group 2, Census Tract 4.02, Lane County, Oregon",288,247,27,0,27,14,0,14,0,0,0,0,0,0,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11,,,,41,039,000402,2,410390004022
"Block Group 1, Census Tract 44.01, Lane County, Oregon",908,872,36,17,19,0,0,0,0,0,0,0,0,0,667,644,0,0,0,0,0,0,0,0,17,0,0,0,16,15,60,117,132,246,41,0,0,0,0,0,23,,,,41,039,004401,1,410390044011
"Block Group 2, Census Tract 2, Lane County, Oregon",539,531,4,0,4,4,0,4,0,0,0,0,0,0,65,65,0,0,0,3,4,0,0,0,20,0,0,0,0,0,3,0,0,12,19,0,4,0,0,0,0,,,,41,039,000200,2,410390002002
"Block Group 4, Census Tract 2, Lane County, Oregon",573,537,22,18,4,14,0,14,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,17,7,0,0,0,0,0,0,0,,,,41,039,000200,4,410390002004
"Block Group 1, Census Tract 26, Lane County, Oregon",1087,840,216,59,157,10,0,10,21,0,21,0,0,0,716,692,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11,91,294,150,133,0,0,0,0,24,,,,41,039,002600,1,410390026001
"Block Group 3, Census Tract 26, Lane County, Oregon",807,738,53,0,53,16,0,16,0,0,0,0,0,0,269,269,0,0,0,0,0,0,0,0,0,0,0,0,48,0,11,21,8,128,53,0,0,0,0,0,0,,,,41,039,002600,3,410390026003
"Block Group 4, Census Tract 4.03, Lane County, Oregon",536,505,15,0,15,16,0,16,0,0,0,0,0,0,107,107,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,19,71,0,0,0,0,0,0,,,,41,039,000403,4,410390004034
"Block Group 1, Census Tract 4.03, Lane County, Oregon",274,255,19,0,19,0,0,0,0,0,0,0,0,0,35,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,19,,,,41,039,000403,1,410390004031
"Block Group 3, Census Tract 4.03, Lane County, Oregon",685,623,30,0,30,15,0,15,17,0,17,0,0,0,363,327,0,0,0,15,54,11,32,0,0,0,21,0,17,82,27,0,36,14,18,0,0,0,0,0,36,,,,41,039,000403,3,410390004033
"Block Group 1, Census Tract 9.04, Lane County, Oregon",374,353,12,0,12,9,0,9,0,0,0,0,0,0,82,69,0,0,0,0,0,0,0,0,16,0,0,0,9,0,5,5,14,4,0,16,0,0,0,0,13,,,,41,039,000904,1,410390009041
"Block Group 2, Census Tract 20.02, Lane County, Oregon",1039,841,111,51,60,74,0,74,13,0,13,0,0,0,598,586,0,0,0,0,0,0,32,0,36,44,0,0,0,51,39,98,56,183,14,21,12,0,0,0,12,,,,41,039,002002,2,410390020022
"Block Group 4, Census Tract 9703, Malheur County, Oregon",467,413,54,14,40,0,0,0,0,0,0,0,0,0,297,282,9,0,29,0,14,68,0,21,8,0,16,8,15,0,0,0,0,75,8,11,0,0,0,0,15,,,,41,045,970300,4,410459703004
"Block Group 1, Census Tract 67.01, Multnomah County, Oregon",696,576,31,7,24,73,0,73,9,9,0,7,0,7,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,30,38,0,7,0,0,,,,41,051,006701,1,410510067011
"Block Group 1, Census Tract 80.02, Multnomah County, Oregon",582,470,47,9,38,35,11,24,30,10,20,0,0,0,64,56,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,26,12,0,0,0,0,8,,,,41,051,008002,1,410510080021
"Block Group 2, Census Tract 80.02, Multnomah County, Oregon",499,372,8,0,8,14,0,14,97,36,61,8,0,8,231,222,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,77,44,44,10,15,10,0,0,0,9,,,,41,051,008002,2,410510080022
"Block Group 1, Census Tract 89.01, Multnomah County, Oregon",1543,875,142,0,142,248,0,248,253,57,196,25,0,25,171,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,93,14,0,0,16,,,,41,051,008901,1,410510089011
"Block Group 2, Census Tract 89.01, Multnomah County, Oregon",1117,576,237,0,237,186,63,123,42,23,19,76,0,76,492,492,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,11,19,90,205,57,88,0,0,0,0,,,,41,051,008901,2,410510089012
"Block Group 3, Census Tract 324.06, Washington County, Oregon",723,563,92,0,92,30,0,30,38,0,38,0,0,0,391,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,33,98,66,0,0,18,0,0,83,,,,41,067,032406,3,410670324063
"Block Group 4, Census Tract 324.06, Washington County, Oregon",1167,878,151,0,151,29,0,29,109,13,96,0,0,0,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,63,0,0,0,0,,,,41,067,032406,4,410670324064
"Block Group 3, Census Tract 326.04, Washington County, Oregon",403,288,99,0,99,0,0,0,0,0,0,16,16,0,333,333,0,0,18,0,0,12,0,0,14,0,0,16,0,0,73,35,35,0,91,39,0,0,0,0,0,,,,41,067,032604,3,410670326043
"Block Group 5, Census Tract 326.04, Washington County, Oregon",719,594,97,68,29,0,0,0,28,0,28,0,0,0,163,163,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,23,95,0,33,0,0,0,0,0,,,,41,067,032604,5,410670326045
"Block Group 4, Census Tract 326.04, Washington County, Oregon",497,362,135,0,135,0,0,0,0,0,0,0,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31,0,0,14,0,0,0,0,0,,,,41,067,032604,4,410670326044
"Block Group 1, Census Tract 326.04, Washington County, Oregon",237,223,0,0,0,0,0,0,14,0,14,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,0,0,0,0,0,0,0,0,,,,41,067,032604,1,410670326041
"Block Group 2, Census Tract 326.04, Washington County, Oregon",452,356,40,0,40,27,0,27,29,0,29,0,0,0,221,221,0,0,0,0,0,0,0,0,0,0,0,0,46,13,13,0,0,18,57,74,0,0,0,0,0,,,,41,067,032604,2,410670326042
"Block Group 2, Census Tract 334, Washington County, Oregon",429,376,5,0,5,22,0,22,21,0,21,5,0,5,55,55,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,5,5,21,14,0,0,0,0,,,,41,067,033400,2,410670334002
"Block Group 3, Census Tract 600, Douglas County, Oregon",765,686,49,0,49,17,0,17,13,5,8,0,0,0,126,114,0,0,0,31,0,0,0,5,0,12,0,0,0,0,0,0,46,0,11,4,5,0,0,0,12,,,,41,019,060000,3,410190600003
"Block Group 2, Census Tract 600, Douglas County, Oregon",395,362,14,0,14,13,0,13,6,0,6,0,0,0,41,34,0,0,0,0,0,0,0,0,0,0,27,7,0,0,0,0,0,0,0,0,0,0,0,0,7,,,,41,019,060000,2,410190600002
"Block Group 2, Census Tract 700, Douglas County, Oregon",907,867,24,0,24,16,0,16,0,0,0,0,0,0,94,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,14,16,0,0,0,0,0,0,48,,,,41,019,070000,2,410190700002
"Block Group 3, Census Tract 700, Douglas County, Oregon",612,612,0,0,0,0,0,0,0,0,0,0,0,0,120,107,0,0,0,0,0,0,71,0,0,16,0,0,0,0,0,0,0,20,0,0,0,0,0,0,13,,,,41,019,070000,3,410190700003
"Block Group 1, Census Tract 700, Douglas County, Oregon",537,495,10,0,10,32,0,32,0,0,0,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,13,17,0,0,0,0,0,,,,41,019,070000,1,410190700001
"Block Group 2, Census Tract 2000, Douglas County, Oregon",396,387,9,0,9,0,0,0,0,0,0,0,0,0,152,140,0,0,0,0,0,0,0,7,0,8,8,18,0,0,10,19,20,27,7,16,0,0,0,0,12,,,,41,019,200000,2,410192000002
"Block Group 4, Census Tract 2000, Douglas County, Oregon",617,602,5,0,5,2,0,2,8,0,8,0,0,0,352,300,0,0,11,16,0,0,4,8,10,1,23,17,20,16,22,27,26,69,30,0,0,0,0,0,52,,,,41,019,200000,4,410192000004
