,field_1,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids,federal_agency,geometry,OBJECTID,UTILITYNAM,CREATIONUS,DATECREATE,DATEMODIFI,LASTUSER,GLOBALID,SHAPE_STAr,SHAPE_STLe
475,475,public,24 hours daily,,,2021-01-14,,ELEC,Public,145625,2019-09-05,P,E,Virginia Garcia Dental Clinic,503-359-8505,2021-03-11T23:22:17,OFFICE_BLDG,GPS,45.52046,-123.057275,Cornelius,,,OR,44 N 11th Ave,97113,US,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,,,,POINT (7546756.568904497 686219.402263023),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
476,476,public,24 hours daily,,,2020-09-03,,ELEC,Public,145626,2020-09-02,P,E,Kaiser Westside Medical Center,503-813-2000,2021-03-11T23:22:17,HOSPITAL,GPS,45.540832,-122.876394,Hillsboro,,,OR,2875 NE Stucki Ave,97124,US,,,,,,,,,,,['J1772'],,,4.0,Non-Networked,,,Free,SOLAR,,,,,,,,,,,,,,,Public,,,,POINT (7593314.82980162 692228.6324128832),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
478,478,public,24 hours daily,,,2021-01-14,,ELEC,Public,145632,2019-09-17,P,E,Washington County Building Services - Short Term Parking (P3),888-998-2546,2021-03-11T23:22:17,PAY_GARAGE,GPS,45.523762,-122.9909,Hillsboro,,,OR,155 N 1st Ave,97124,US,,,,,,,,,,,['J1772'],,,3.0,Non-Networked,,,Free,,,,,,,,,,,,,,,,Public,,,,POINT (7563797.889795778 686891.3419855045),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
482,482,public,24 hours daily,,,2021-06-16,,ELEC,Public,145742,,,E,DAS OREGON AIRPORT RD 5,888-758-4389,2021-06-16T00:24:33,,GPS,44.925777,-123.002304,Salem,,,OR,350 Airport Rd SE,97301,US,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1908951'], 'posts': ['2252241', '2252251']}",,POINT (7554125.084457249 469070.8250569618),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
488,488,public,24 hours daily,,,2021-06-16,,ELEC,Public,147028,,,E,Columbia Gorge Outlets,833-632-2778,2021-06-16T01:10:00,,GPS,45.542955,-122.389731,Troutdale,,,OR,450 NW 257th Way,97060,US,,,,,,,,,,,"['CHADEMO', 'J1772', 'J1772COMBO']",3.0,,1.0,Electrify America,https://www.electrifyamerica.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['455'], 'posts': ['200124-01', '200124-02', '200124-03', '200124-50']}",,POINT (7717980.654973573 689710.7403368333),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
492,492,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Public,147619,,,E,Hillsboro - Jackson Bottom Trailhead,888-998-2546,2021-06-15T22:55:14,,GPS,45.513092,-122.990512,Hillsboro,,,OR,770 S 1st Ave,97123,US,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['449974'], 'posts': ['529164', '541634']}",,POINT (7563777.376979289 682999.7667727605),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
495,495,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,147845,,,E,Southeast Campus,800-663-5633,2021-06-16T00:17:25,,GPS,45.5062284,-122.5791604,Portland,,,OR,2305 Southeast 82nd Avenue,97216,US,,,,,,,,,,,['J1772'],,,4.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['3716'], 'posts': ['6941', '6942', '7343', '7344']}",,POINT (7669117.500182524 677516.3586010677),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
496,496,public,MO: 06:00am-06:00pm; TU: 06:00am-06:00pm; WE: 06:00am-06:00pm; TH: 06:00am-06:00pm; FR: 06:00am-06:00pm; SA: Closed; SU: Closed,,,2021-06-16,,ELEC,Public,147846,,,E,531007 : Daimler Trucks North American Headquarters,800-663-5633,2021-06-16T00:17:25,,GPS,45.5552659,-122.7027591,Portland,,,OR,4555 N Channell Ave,97217,US,,,,,,,,,,,['J1772'],,,6.0,SemaCharge Network,https://semaconnect.com/,,$1.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['2590'], 'posts': ['7022', '7023', '7475', '7476', '7477', '7479']}",,POINT (7637928.653236257 696228.8177786164),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
499,499,public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,2021-06-16,,ELEC,Public,147850,,,E,431002 : Heartline,800-663-5633,2021-06-16T00:17:25,,GPS,45.5293196,-122.6837219,Portland,The stations are located in an access-only garage. No public charging available.,,OR,1250 NW Kearney Street,97209,US,,,,,,,,,,,['J1772'],,,9.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['2628'], 'posts': ['5396', '5397', '5398', '5399', '7017', '7018', '7019', '7020', '7021']}",,POINT (7642547.598523816 686639.6377518347),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
502,502,public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,2021-06-16,,ELEC,Public,147853,,,E,531006 : Oregon Health & Science University,800-663-5633,2021-06-16T00:17:25,,GPS,45.49844835593,-122.68521444981,Portland,"Four hour maximum charge per vehicle, per day. Parking at these stations require a valid OHSU permit at the time of use. Patients and their personal visitors may park for free.",,OR,1 SW Campus Drive,97239,US,,,,,,,,,,,['J1772'],,,6.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['2600'], 'posts': ['7484', '7485', '7486', '7487', '7631', '7635']}",,POINT (7641860.835109707 675398.2335156481),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
503,503,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,147857,,,E,Five Oaks,800-663-5633,2021-06-16T00:17:25,,GPS,45.56205,-122.9179763,Hillsboro,,,OR,5800 NE Pinefarm Court,97124,US,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['2569'], 'posts': ['1801', '1802']}",,POINT (7582896.928496754 700277.5521288299),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
504,504,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,147858,,,E,The Arbory Building B,800-663-5633,2021-06-16T00:17:25,,GPS,45.5315833,-122.8843415,Hillsboro,,,OR,9255 Northeast Rockspring Street,97006,US,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['3668'], 'posts': ['5350', '5352']}",,POINT (7591179.922025901 688917.9286293268),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
505,505,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,147859,,,E,The Arbory Building A,800-663-5633,2021-06-16T00:17:25,,GPS,45.531086,-122.8849317,Hillsboro,,,OR,9250 Northeast Rockspring Street,97006,US,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['3667'], 'posts': ['5351', '5353']}",,POINT (7591023.392207405 688741.1513155461),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
506,506,public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,2021-06-16,,ELEC,Public,147860,,,E,Rose Villa,800-663-5633,2021-06-16T00:17:25,,GPS,45.425563113231,-122.64596478095,Portland,The stations are located on the parking lot that faces River Rd.,,OR,13505 SE River RD,97222,US,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,$1.00-$1.25/Hr Variable Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['1518'], 'posts': ['2985', '2986']}",,POINT (7651215.385906876 648563.8049688536),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
507,507,public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,2021-06-16,,ELEC,Public,147861,,,E,531004 - Tektronix,800-663-5633,2021-06-16T00:17:25,,GPS,45.4991379,-122.8233365,Beaverton,The chargers are on the east side of the building,,OR,14150 Southwest Karl Braun Drive,97005,US,,,,,,,,,,,['J1772'],,,8.0,SemaCharge Network,https://semaconnect.com/,,"$0.00-$5.00/Hr Variable Parking Fee, $0.11/kWh Energy Fee",,,,,,,,,,,,,,,,Public,,"{'station': ['2496'], 'posts': ['7002', '7004', '7005', '7006', '7010', '7011', '7014', '7016']}",,POINT (7606466.207781428 676637.6008001018),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
508,508,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,147862,,,E,531003 : Hillsboro School District,800-663-5633,2021-06-16T00:17:25,,GPS,45.544385132991,-122.9347086151,Hillsboro,,,OR,3083 NE 49th Pl,97123,US,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,$0.00-$1.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['2614'], 'posts': ['7480', '7481']}",,POINT (7578419.288397167 693968.3597203541),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
509,509,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,147863,,,E,Comfort Inn & Suites,800-663-5633,2021-06-16T00:17:25,,GPS,45.488822,-122.8159396,Beaverton,,,OR,13455 Southwest Tualatin Valley Highway,97005,US,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,$3.00/Hr Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['1767'], 'posts': ['4421', '4422']}",,POINT (7608254.226019135 672823.4736514743),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
510,510,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,147866,,,E,MRC,800-663-5633,2021-06-16T00:17:25,,GPS,45.4017232,-122.6512718,Lake Oswego,,,OR,17360 Holy Names Drive,97034,US,,,,,,,,,,,['J1772'],,,1.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['3468'], 'posts': ['1020']}",,POINT (7649621.939029818 639911.1572834192),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
511,511,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,147867,,,E,MRC 2,800-663-5633,2021-06-16T00:17:25,,GPS,45.4017232,-122.6512718,Lake Oswego,RJR 10/1/19 Service Declines moved from Org: Mary's Woods,,OR,17360 Holy Names Drive,97034,US,,,,,,,,,,,['J1772'],,,1.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['3726'], 'posts': ['1236']}",,POINT (7649621.939029818 639911.1572834192),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
512,512,public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,2021-06-16,,ELEC,Public,147868,,,E,Quality Inn,800-663-5633,2021-06-16T00:17:25,,GPS,45.4414591,-122.7460196,Tigard,The stations are located directly in front of the Quality Inn.,,OR,11460 Southwest Pacific Highway,97223,US,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,$3.00/Hr Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['1730'], 'posts': ['4417', '4418']}",,POINT (7625698.176193795 655055.3621477803),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
513,513,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,147870,,,E,Collin,800-663-5633,2021-06-16T00:17:25,,GPS,45.3992465,-122.6521529,Lake Oswego,,,OR,17540 Mesnard Street,97034,US,,,,,,,,,,,['J1772'],,,4.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['3352'], 'posts': ['8079', '8080', '8471', '8484']}",,POINT (7649371.661665796 639014.5097900247),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
514,514,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,147871,,,E,O'Neill,800-663-5633,2021-06-16T00:17:25,,GPS,45.3992465,-122.6521529,Lake Oswego,,,OR,17505 Mesnard Street,97034,US,,,,,,,,,,,['J1772'],,,4.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['3353'], 'posts': ['8468', '8469', '8482', '8485']}",,POINT (7649371.661665796 639014.5097900247),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
515,515,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,147872,,,E,Pepin,800-663-5633,2021-06-16T00:17:25,,GPS,45.3992465,-122.6521529,Lake Oswego,,,OR,17565 Mesnard Street,97034,US,,,,,,,,,,,['J1772'],,,4.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['3354'], 'posts': ['8472', '8474', '8478', '8479']}",,POINT (7649371.661665796 639014.5097900247),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
516,516,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,147873,,,E,J Building,800-663-5633,2021-06-16T00:17:25,,GPS,45.4031666,-122.688201,Lake Oswego,,,OR,17530 Provost Street,97034,US,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['3360'], 'posts': ['8473', '8476']}",,POINT (7640154.53631422 640691.9244943406),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
517,517,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,147876,,,E,"Walgreens - Oregon City, OR #3801",800-663-5633,2021-06-16T00:17:25,,GPS,45.336162,-122.591209,Oregon City,,,OR,1310 Molalla Ave,97405,US,,,,,,,,,,,['J1772'],,,1.0,SemaCharge Network,https://semaconnect.com/,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['130'], 'posts': ['371']}",,POINT (7664424.797350463 615611.0089303036),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
518,518,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,147877,,,E,"Walgreens - Tigard, OR #5780",800-663-5633,2021-06-16T00:17:25,,GPS,45.4192406,-122.7867139,Tigard,,,OR,13939 SW Pacific Highway,97224,US,,,,,,,,,,,['J1772'],,,1.0,SemaCharge Network,https://semaconnect.com/,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['124'], 'posts': ['369']}",,POINT (7615028.205393014 647250.7370122565),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
519,519,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,147881,,,E,"Walgreens - Cornelius, OR #9353",800-663-5633,2021-06-16T00:17:25,,GPS,45.520878,-123.047672,Cornelius,,,OR,115 N 20th Ave,97113,US,,,,,,,,,,,['J1772'],,,1.0,SemaCharge Network,https://semaconnect.com/,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['121'], 'posts': ['340']}",,POINT (7549221.48119173 686293.9829302756),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
521,521,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,147889,,,E,"Walgreens - Sherwood, OR #7665",800-663-5633,2021-06-16T00:17:25,,GPS,45.3673,-122.848649,Sherwood,,,OR,21065 SW Pacific Highway,97140,US,,,,,,,,,,,['J1772'],,,1.0,SemaCharge Network,https://semaconnect.com/,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['126'], 'posts': ['351']}",,POINT (7598581.490558423 628777.5954285836),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
522,522,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,147891,,,E,"Walgreens - Wilsonville, OR #7688",800-663-5633,2021-06-16T00:17:25,,GPS,45.3029528,-122.7734556,Wilsonville,,,OR,9450 SW Wilsonville Rd,97070,US,,,,,,,,,,,['J1772'],,,1.0,SemaCharge Network,https://semaconnect.com/,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['131'], 'posts': ['373']}",,POINT (7617238.215649574 604773.8118151162),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
523,523,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,147893,,,E,Winderlea Vineyard and Winery,800-663-5633,2021-06-16T00:17:25,,GPS,45.278379,-123.043405,Dundee,,,OR,8905 NE Worden Hill Road,97115,US,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['569'], 'posts': ['1074', '1080']}",,POINT (7547531.665350694 597889.1780137008),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
524,524,public,MO: 08:00am-09:00pm; TU: 08:00am-09:00pm; WE: 08:00am-09:00pm; TH: 08:00am-09:00pm; FR: 08:00am-09:00pm; SA: 08:00am-09:00pm; SU: 08:00am-09:00pm,,,2021-06-16,,ELEC,Public,147894,,,E,Sokol Blosser Winery,800-663-5633,2021-06-16T00:17:25,,GPS,45.2471771,-123.0480541,Dundee,,,OR,5000 Sokol Blosser Lane,97115,US,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['506'], 'posts': ['1295', '929']}",,POINT (7545976.855998149 586556.8083962192),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
525,525,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,147901,,,E,Joel Palmer House Restaurant,800-663-5633,2021-06-16T00:17:25,,GPS,45.2179069,-123.079714,Dayton,Both chargers are located behind the historical Joel Palmer House in the parking lot. ,,OR,600 Ferry Street,97114,US,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,Public,,"{'station': ['454'], 'posts': ['1270', '910']}",,POINT (7537486.510858871 576149.5667751464),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
527,527,public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,,2021-06-16,,ELEC,Public,147909,,,E,Brooks Wines,800-663-5633,2021-06-16T00:17:25,,GPS,45.1072004,-123.135034,Amity,,,OR,21101 SE Cherry Blossom LN,97101,US,,,,,,,,,,,['J1772'],,,1.0,SemaCharge Network,https://semaconnect.com/,,$0.00-$1.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['1128'], 'posts': ['2293']}",,POINT (7521923.224243084 536269.8795359805),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
528,528,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,147920,,,E,Kaiser - Keizer Station Dental,800-663-5633,2021-06-16T00:17:25,,GPS,45.0074688,-122.998486,Keizer,,,OR,5910 Ulali Drive,97303,US,,,,,,,,,,,['J1772'],,,3.0,SemaCharge Network,https://semaconnect.com/,,$0.00-$1.35/Hr Variable Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['3802'], 'posts': ['10110', '10111', '10112']}",,POINT (7556034.32122061 498808.1436900357),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
529,529,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,147931,,,E,Greyhound Station,800-663-5633,2021-06-16T00:17:25,,GPS,44.932275720884,-123.02821958423,Salem,,,OR,510 13th Street SE,97301,US,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,$0.20/kWh Energy Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['2446'], 'posts': ['6843', '6844']}",,POINT (7547490.520515461 471647.8053160281),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
531,531,public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,2021-06-16,,ELEC,Public,147939,,,E,"Walgreens - Salem, OR #11173",800-663-5633,2021-06-16T00:17:25,,GPS,44.888866,-123.05999,Salem,,,OR,4760 S Liberty Rd,97302,US,,,,,,,,,,,['J1772'],,,1.0,SemaCharge Network,https://semaconnect.com/,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,Public,,"{'station': ['134'], 'posts': ['368']}",,POINT (7538765.850028567 456089.1176389657),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
